attempt_id,panel_id,source_class,source_scale,pump_capacity_scale,hydraulic_scale,hydraulic_mode,eligibility,root_search_stage,root_search_start_count,start_id,optimizer_success,admissible_state,converged_root,passes_numerical_gate,passes_wt_gate,max_abs_scaled_residual,max_abs_amount_rhs_fmol_s,max_abs_volume_rhs_pL_s,max_abs_omitted_charge_rhs_fmol_equivalent_s,normalized_jacobian_rank,normalized_jacobian_nullity,boundary_hits_json,wt_gate_failures_json,coordinates_and_other_json,cost,optimality,nfev,message
AN_ABS_AE4_NHE_S12_PHIGH_KHIGH_AE4NA10_P2_H1|parent_continuation_00,AN_ABS_AE4_NHE_S12_PHIGH_KHIGH_AE4NA10_P2_H1,AN_ABS_AE4_NHE,12.0,2.0,1.0,H1,DIAGNOSTIC_ONLY_ABSOLUTE_SOURCE_STRESS,DIAGNOSTIC_ABSOLUTE_SOURCE_STRESS,3,parent_continuation_00,True,True,False,False,False,2.759815564300473,0.13799077821502367,8.312451484698613e-08,0.016753959329566113,10,1,"[""k_i_mM"", ""ph_i""]","[""cl_i_mM=6.63668787 outside [47.1,53.1]"", ""ph_i=8 outside [6.77,7.05]"", ""k_i_mM=60 outside [100,160]"", ""v_apical_mV=-82.186879 outside [-80,-30]""]","[34.66102113425545, 60.000000000000014, 2.1588859233626945, 7.999999999999999, 1.2265234703128591, 148.01824725385706, 2.4406692202852667, 11.787848586393798, 7.721375409126108, 0.09557412488225364, 212.48982210189908]",7.424506532978053,3.341608995684632e-05,832,`ftol` termination condition is satisfied.
AN_ABS_AE4_NHE_S12_PHIGH_KHIGH_AE4NA10_P2_H1|upper_quartile,AN_ABS_AE4_NHE_S12_PHIGH_KHIGH_AE4NA10_P2_H1,AN_ABS_AE4_NHE,12.0,2.0,1.0,H1,DIAGNOSTIC_ONLY_ABSOLUTE_SOURCE_STRESS,DIAGNOSTIC_ABSOLUTE_SOURCE_STRESS,3,upper_quartile,True,True,False,False,False,1.5939704170568036,0.07618431688150937,2.1640164970246952e-08,0.02919859523216778,11,0,"[""k_i_mM"", ""ph_i"", ""ph_l""]","[""cl_i_mM=10.9075653 outside [47.1,53.1]"", ""ph_i=8 outside [6.77,7.05]"", ""na_i_mM=49.9263076 outside [10,35]"", ""k_i_mM=60 outside [100,160]"", ""volume_i_pL=1.09278385 outside [1.17,1.43]""]","[49.92630761496193, 60.00000000000001, 2.6464939562708594, 7.999999999999999, 1.0927838457826156, 147.2013831947787, 3.7975954072639695, 15.656574430417331, 8.999999999999998, 0.10209684154614444, 164.17552666245507]",3.28106405985092,0.00010261237532943256,1113,`ftol` termination condition is satisfied.
AN_ABS_AE4_NHE_S12_PHIGH_KHIGH_AE4NA20_P0.5_H1|frozen_reference,AN_ABS_AE4_NHE_S12_PHIGH_KHIGH_AE4NA20_P0.5_H1,AN_ABS_AE4_NHE,12.0,0.5,1.0,H1,DIAGNOSTIC_ONLY_ABSOLUTE_SOURCE_STRESS,DIAGNOSTIC_ABSOLUTE_SOURCE_STRESS,3,frozen_reference,True,True,False,False,False,4.770126558840088,0.23850632794200444,2.2148407940449034e-07,0.021953223855580236,10,1,"[""na_i_mM"", ""k_i_mM"", ""ph_i"", ""tic_l_mM"", ""ph_l""]","[""cl_i_mM=1.55881035 outside [47.1,53.1]"", ""ph_i=8 outside [6.77,7.05]"", ""na_i_mM=60 outside [10,35]"", ""k_i_mM=60 outside [100,160]"", ""volume_i_pL=0.898053418 outside [1.17,1.43]"", ""v_apical_mV=-89.3816861 outside [-80,-30]""]","[59.99999999999323, 60.00000000000001, 1.156804739628458, 7.999999999999999, 0.8980534182248683, 150.98294531653582, 1.9264327221321196, 99.99999999999999, 8.999999999999998, 0.04071777259364597, 130.25401633736487]",27.60749429821451,0.11108425817041871,1055,`ftol` termination condition is satisfied.
AN_ABS_AE4_NHE_S12_PHIGH_KHIGH_AE4NA20_P0.5_H1|lower_quartile,AN_ABS_AE4_NHE_S12_PHIGH_KHIGH_AE4NA20_P0.5_H1,AN_ABS_AE4_NHE,12.0,0.5,1.0,H1,DIAGNOSTIC_ONLY_ABSOLUTE_SOURCE_STRESS,DIAGNOSTIC_ABSOLUTE_SOURCE_STRESS,3,lower_quartile,True,True,False,False,False,4.770126601866395,0.23850633009331976,2.2134613586899833e-07,0.021953224591428386,10,1,"[""na_i_mM"", ""k_i_mM"", ""ph_i"", ""tic_l_mM"", ""ph_l""]","[""cl_i_mM=1.55881031 outside [47.1,53.1]"", ""ph_i=8 outside [6.77,7.05]"", ""na_i_mM=60 outside [10,35]"", ""k_i_mM=60 outside [100,160]"", ""volume_i_pL=0.898053418 outside [1.17,1.43]"", ""v_apical_mV=-89.3816867 outside [-80,-30]""]","[59.99999999999999, 60.00000000000001, 1.1568047274406734, 7.999999999999999, 0.8980534178517091, 150.98294538547452, 1.9264326766092281, 99.99999999999999, 8.999999999999998, 0.02414797103378677, 130.25401631464044]",27.607494297336395,0.00017412729026997166,1226,`ftol` termination condition is satisfied.
AN_ABS_AE4_NHE_S12_PHIGH_KHIGH_AE4NA20_P0.5_H1|upper_quartile,AN_ABS_AE4_NHE_S12_PHIGH_KHIGH_AE4NA20_P0.5_H1,AN_ABS_AE4_NHE,12.0,0.5,1.0,H1,DIAGNOSTIC_ONLY_ABSOLUTE_SOURCE_STRESS,DIAGNOSTIC_ABSOLUTE_SOURCE_STRESS,3,upper_quartile,True,True,False,False,False,4.770126574424199,0.23850632872120997,2.2134643883646277e-07,0.021953223619224634,10,1,"[""na_i_mM"", ""k_i_mM"", ""ph_i"", ""tic_l_mM"", ""ph_l""]","[""cl_i_mM=1.55881033 outside [47.1,53.1]"", ""ph_i=8 outside [6.77,7.05]"", ""na_i_mM=60 outside [10,35]"", ""k_i_mM=60 outside [100,160]"", ""volume_i_pL=0.898053418 outside [1.17,1.43]"", ""v_apical_mV=-89.3816865 outside [-80,-30]""]","[59.99999999999999, 60.00000000000001, 1.1568047314445284, 7.999999999999999, 0.8980534180049948, 150.98294535271947, 1.926432693976608, 99.99999999999999, 8.999999999999998, 0.09617551174687496, 130.25401632398527]",27.607494298948843,2.4110316402137313e-06,1439,`ftol` termination condition is satisfied.
AN_ABS_AE4_NHE_S12_PHIGH_KHIGH_AE4NA20_P1_H1|lower_quartile,AN_ABS_AE4_NHE_S12_PHIGH_KHIGH_AE4NA20_P1_H1,AN_ABS_AE4_NHE,12.0,1.0,1.0,H1,DIAGNOSTIC_ONLY_ABSOLUTE_SOURCE_STRESS,DIAGNOSTIC_ABSOLUTE_SOURCE_STRESS,3,lower_quartile,True,True,False,False,False,4.342971694411721,0.21714858472058607,4.035487551618644e-08,0.020995184184175564,10,1,"[""k_i_mM"", ""ph_i"", ""tic_l_mM"", ""ph_l""]","[""cl_i_mM=1.80390253 outside [47.1,53.1]"", ""ph_i=8 outside [6.77,7.05]"", ""na_i_mM=49.9789678 outside [10,35]"", ""k_i_mM=60 outside [100,160]"", ""volume_i_pL=0.985465365 outside [1.17,1.43]"", ""v_apical_mV=-86.2342073 outside [-80,-30]""]","[49.97896777379804, 60.000000000090125, 1.2956545678723415, 7.999999999998801, 0.9854653650757463, 150.69543450449527, 2.213964985100292, 99.99999999999999, 8.999999999999998, 0.06513907556660288, 155.34934841570794]",19.304272057630588,0.18587247666732012,1121,`ftol` termination condition is satisfied.
AN_ABS_AE4_NHE_S12_PHIGH_KHIGH_AE4NA20_P1_H1|parent_continuation_00,AN_ABS_AE4_NHE_S12_PHIGH_KHIGH_AE4NA20_P1_H1,AN_ABS_AE4_NHE,12.0,1.0,1.0,H1,DIAGNOSTIC_ONLY_ABSOLUTE_SOURCE_STRESS,DIAGNOSTIC_ABSOLUTE_SOURCE_STRESS,3,parent_continuation_00,True,True,False,False,False,4.342998062440365,0.21714990312201823,4.031587889812727e-08,0.020992960090299523,10,1,"[""k_i_mM"", ""ph_i"", ""tic_l_mM"", ""ph_l""]","[""cl_i_mM=1.80386562 outside [47.1,53.1]"", ""ph_i=8 outside [6.77,7.05]"", ""na_i_mM=49.9770545 outside [10,35]"", ""k_i_mM=60 outside [100,160]"", ""volume_i_pL=0.985482605 outside [1.17,1.43]"", ""v_apical_mV=-86.2347065 outside [-80,-30]""]","[49.97705454447072, 60.000000000000185, 1.295648055360212, 7.999999999999999, 0.9854826046845302, 150.69547996742963, 2.2139195373136498, 99.99999999999999, 8.999999999999998, 0.0308250555196068, 155.35451914721352]",19.304272041397677,1.2415969689347607e-06,858,`ftol` termination condition is satisfied.
AN_ABS_AE4_NHE_S12_PHIGH_KHIGH_AE4NA20_P1_H1|upper_quartile,AN_ABS_AE4_NHE_S12_PHIGH_KHIGH_AE4NA20_P1_H1,AN_ABS_AE4_NHE,12.0,1.0,1.0,H1,DIAGNOSTIC_ONLY_ABSOLUTE_SOURCE_STRESS,DIAGNOSTIC_ABSOLUTE_SOURCE_STRESS,3,upper_quartile,False,True,False,False,False,4.185998316409668,0.2092999158204834,8.610151934283295e-07,0.021929881144725643,10,1,"[""na_i_mM"", ""ph_i""]","[""cl_i_mM=2.5661261 outside [47.1,53.1]"", ""ph_i=7.99999882 outside [6.77,7.05]"", ""na_i_mM=59.9999957 outside [10,35]"", ""k_i_mM=78.3861019 outside [100,160]"", ""volume_i_pL=0.783316061 outside [1.17,1.43]""]","[59.999995670535256, 78.38610186847392, 1.3565654046078996, 7.999998821142941, 0.7833160610865404, 147.69436897779232, 5.20970178511077, 99.91269373501422, 8.999368071868311, 0.025706411153266676, 94.43195494521528]",30.013661902144797,1054.1507173563996,3000,The maximum number of function evaluations is exceeded.
AN_ABS_AE4_NHE_S12_PHIGH_KHIGH_AE4NA20_P2_H1|lower_quartile,AN_ABS_AE4_NHE_S12_PHIGH_KHIGH_AE4NA20_P2_H1,AN_ABS_AE4_NHE,12.0,2.0,1.0,H1,DIAGNOSTIC_ONLY_ABSOLUTE_SOURCE_STRESS,DIAGNOSTIC_ABSOLUTE_SOURCE_STRESS,3,lower_quartile,True,True,False,False,False,3.358514589789149,0.16792572948945747,6.53213151053933e-09,0.020897797383409647,10,1,"[""k_i_mM"", ""ph_i"", ""ph_l""]","[""cl_i_mM=3.83254086 outside [47.1,53.1]"", ""ph_i=8 outside [6.77,7.05]"", ""na_i_mM=44.6941468 outside [10,35]"", ""k_i_mM=60 outside [100,160]"", ""volume_i_pL=1.06458299 outside [1.17,1.43]"", ""v_apical_mV=-89.8528385 outside [-80,-30]""]","[44.69414675464662, 60.00000000000162, 1.9306252179615329, 7.999999999999999, 1.0645829870337744, 149.61664809051518, 1.8723920931677103, 38.87244981758528, 8.999999999999977, 0.03798747801477561, 173.0205321478378]",10.742842575766625,0.001139537977745625,1155,`ftol` termination condition is satisfied.
AN_ABS_AE4_NHE_S12_PHIGH_KHIGH_AE4NA20_P2_H1|parent_continuation_00,AN_ABS_AE4_NHE_S12_PHIGH_KHIGH_AE4NA20_P2_H1,AN_ABS_AE4_NHE,12.0,2.0,1.0,H1,DIAGNOSTIC_ONLY_ABSOLUTE_SOURCE_STRESS,DIAGNOSTIC_ABSOLUTE_SOURCE_STRESS,3,parent_continuation_00,True,True,False,False,False,3.358512289088562,0.1679256144544281,6.556829159762856e-09,0.020897913491297944,10,1,"[""k_i_mM"", ""ph_i"", ""ph_l""]","[""cl_i_mM=3.83254932 outside [47.1,53.1]"", ""ph_i=8 outside [6.77,7.05]"", ""na_i_mM=44.6942754 outside [10,35]"", ""k_i_mM=60 outside [100,160]"", ""volume_i_pL=1.06458171 outside [1.17,1.43]"", ""v_apical_mV=-89.852826 outside [-80,-30]""]","[44.69427544144827, 60.000000000513964, 1.9306264130810877, 7.999999999999996, 1.0645817062573246, 149.61664331912098, 1.8723927715495428, 38.87227379078391, 8.999999999997366, 0.06520233869414781, 173.02014061790337]",10.742842575945605,0.022577582610421917,829,`ftol` termination condition is satisfied.
AN_ABS_AE4_NHE_S12_PHIGH_KHIGH_AE4NA20_P2_H1|upper_quartile,AN_ABS_AE4_NHE_S12_PHIGH_KHIGH_AE4NA20_P2_H1,AN_ABS_AE4_NHE,12.0,2.0,1.0,H1,DIAGNOSTIC_ONLY_ABSOLUTE_SOURCE_STRESS,DIAGNOSTIC_ABSOLUTE_SOURCE_STRESS,3,upper_quartile,True,True,False,False,False,3.358514659251534,0.1679257329625767,6.520281705206799e-09,0.020897791875881457,10,1,"[""k_i_mM"", ""ph_i"", ""ph_l""]","[""cl_i_mM=3.8325405 outside [47.1,53.1]"", ""ph_i=8 outside [6.77,7.05]"", ""na_i_mM=44.694141 outside [10,35]"", ""k_i_mM=60 outside [100,160]"", ""volume_i_pL=1.06458305 outside [1.17,1.43]"", ""v_apical_mV=-89.8528379 outside [-80,-30]""]","[44.694140956734735, 60.00000000000001, 1.9306251694794858, 7.999999999999999, 1.064583045052107, 149.6166482881554, 1.8723921744072543, 38.872462149083205, 8.999999999999998, 0.07297926617681873, 173.02054981644304]",10.742842575791759,0.000742794075850039,1779,`ftol` termination condition is satisfied.
AN_ABS_AE4_NHE_S12_PHIGH_KLOW_AE4NA05_P0.5_H1|lower_quartile,AN_ABS_AE4_NHE_S12_PHIGH_KLOW_AE4NA05_P0.5_H1,AN_ABS_AE4_NHE,12.0,0.5,1.0,H1,DIAGNOSTIC_ONLY_ABSOLUTE_SOURCE_STRESS,DIAGNOSTIC_ABSOLUTE_SOURCE_STRESS,3,lower_quartile,True,True,False,False,False,2.971827321872689,0.14859136609363446,2.568142705112531e-08,0.029089189226204692,11,0,"[""k_i_mM"", ""ph_i"", ""ph_l""]","[""cl_i_mM=8.43770562 outside [47.1,53.1]"", ""ph_i=8 outside [6.77,7.05]"", ""na_i_mM=58.6399295 outside [10,35]"", ""k_i_mM=60 outside [100,160]"", ""volume_i_pL=0.973838119 outside [1.17,1.43]""]","[58.63992951232896, 60.00000000000001, 2.0522453226761783, 7.999999999999999, 0.9738381190739567, 147.4472022710982, 4.074226787285788, 39.776770383342644, 8.999999999999998, 0.10048314986584367, 137.5327540025218]",12.631147236406974,0.0006435528913545883,1920,`ftol` termination condition is satisfied.
AN_ABS_AE4_NHE_S12_PHIGH_KLOW_AE4NA05_P0.5_H1|parent_continuation_00,AN_ABS_AE4_NHE_S12_PHIGH_KLOW_AE4NA05_P0.5_H1,AN_ABS_AE4_NHE,12.0,0.5,1.0,H1,DIAGNOSTIC_ONLY_ABSOLUTE_SOURCE_STRESS,DIAGNOSTIC_ABSOLUTE_SOURCE_STRESS,3,parent_continuation_00,True,True,False,False,False,3.193574499809695,0.15967872499048474,4.459341664642125e-09,0.02649319731715756,10,1,"[""k_i_mM"", ""ph_i"", ""ph_l""]","[""cl_i_mM=7.41631283 outside [47.1,53.1]"", ""ph_i=8 outside [6.77,7.05]"", ""na_i_mM=54.7657282 outside [10,35]"", ""k_i_mM=60 outside [100,160]"", ""volume_i_pL=0.999093129 outside [1.17,1.43]""]","[54.76572817181786, 60.00000000000001, 1.932715969552209, 7.999999999999999, 0.9990931289451094, 147.8869693953172, 3.630255630787935, 40.085483402356125, 8.999999999999998, 0.06323536597443256, 146.8862770888586]",12.840745394963367,0.00011097471248516399,1378,`ftol` termination condition is satisfied.
AN_ABS_AE4_NHE_S12_PHIGH_KLOW_AE4NA05_P0.5_H1|upper_quartile,AN_ABS_AE4_NHE_S12_PHIGH_KLOW_AE4NA05_P0.5_H1,AN_ABS_AE4_NHE,12.0,0.5,1.0,H1,DIAGNOSTIC_ONLY_ABSOLUTE_SOURCE_STRESS,DIAGNOSTIC_ABSOLUTE_SOURCE_STRESS,3,upper_quartile,True,True,False,False,False,2.9718271057775194,0.148591355288876,2.5681333892354683e-08,0.029089193820398887,11,0,"[""k_i_mM"", ""ph_i"", ""ph_l""]","[""cl_i_mM=8.4377058 outside [47.1,53.1]"", ""ph_i=8 outside [6.77,7.05]"", ""na_i_mM=58.6399343 outside [10,35]"", ""k_i_mM=60 outside [100,160]"", ""volume_i_pL=0.973838077 outside [1.17,1.43]""]","[58.639934326358286, 60.00000000000001, 2.0522453359530233, 7.999999999999999, 0.9738380774183524, 147.44720157627737, 4.074227943857027, 39.776789835771844, 8.999999999999998, 0.1004831502796373, 137.5327419672054]",12.63114723640715,0.0009796878276761923,1789,`ftol` termination condition is satisfied.
AN_ABS_AE4_NHE_S12_PHIGH_KLOW_AE4NA05_P1_H1|lower_quartile,AN_ABS_AE4_NHE_S12_PHIGH_KLOW_AE4NA05_P1_H1,AN_ABS_AE4_NHE,12.0,1.0,1.0,H1,DIAGNOSTIC_ONLY_ABSOLUTE_SOURCE_STRESS,DIAGNOSTIC_ABSOLUTE_SOURCE_STRESS,3,lower_quartile,True,True,False,False,False,1.9386193890010737,0.08824342818686592,1.0643055468190221e-08,0.03349960960486073,11,0,"[""k_i_mM"", ""ph_i"", ""ph_l""]","[""cl_i_mM=15.305037 outside [47.1,53.1]"", ""ph_i=8 outside [6.77,7.05]"", ""na_i_mM=58.5670349 outside [10,35]"", ""k_i_mM=60 outside [100,160]"", ""volume_i_pL=1.04797948 outside [1.17,1.43]""]","[58.56703488769112, 60.00000000000001, 2.7696544617969656, 7.999999999999999, 1.0479794794298605, 145.6931207360069, 5.28751514099037, 15.393800230690548, 8.999999999999998, 0.10157724883007561, 142.41946979046176]",5.157588491509203,8.95139953436844e-05,704,`ftol` termination condition is satisfied.
AN_ABS_AE4_NHE_S12_PHIGH_KLOW_AE4NA05_P1_H1|parent_continuation_00,AN_ABS_AE4_NHE_S12_PHIGH_KLOW_AE4NA05_P1_H1,AN_ABS_AE4_NHE,12.0,1.0,1.0,H1,DIAGNOSTIC_ONLY_ABSOLUTE_SOURCE_STRESS,DIAGNOSTIC_ABSOLUTE_SOURCE_STRESS,3,parent_continuation_00,True,True,False,False,False,2.6614645786085904,0.13307322893042953,5.6922214251926565e-08,0.02427719228598575,10,1,"[""k_i_mM"", ""ph_i""]","[""cl_i_mM=10.0033249 outside [47.1,53.1]"", ""ph_i=8 outside [6.77,7.05]"", ""na_i_mM=46.2408304 outside [10,35]"", ""k_i_mM=60 outside [100,160]"", ""volume_i_pL=1.12084425 outside [1.17,1.43]""]","[46.24083041536045, 60.00000000002532, 2.2756492615651354, 7.999999999999999, 1.1208442486942456, 147.0486355405175, 3.6241912133013776, 14.39118229314634, 8.520449681327317, 0.07804716982850071, 174.7129991598121]",7.453743130983978,9.607430982715386e-05,822,`ftol` termination condition is satisfied.
AN_ABS_AE4_NHE_S12_PHIGH_KLOW_AE4NA05_P1_H1|upper_quartile,AN_ABS_AE4_NHE_S12_PHIGH_KLOW_AE4NA05_P1_H1,AN_ABS_AE4_NHE,12.0,1.0,1.0,H1,DIAGNOSTIC_ONLY_ABSOLUTE_SOURCE_STRESS,DIAGNOSTIC_ABSOLUTE_SOURCE_STRESS,3,upper_quartile,True,True,False,False,False,1.9386192378202058,0.08824342833571225,1.064303121306974e-08,0.03349960635448436,11,0,"[""k_i_mM"", ""ph_i"", ""ph_l""]","[""cl_i_mM=15.305034 outside [47.1,53.1]"", ""ph_i=8 outside [6.77,7.05]"", ""na_i_mM=58.5670297 outside [10,35]"", ""k_i_mM=60 outside [100,160]"", ""volume_i_pL=1.0479795 outside [1.17,1.43]""]","[58.56702974994247, 60.00000000000001, 2.7696542065951886, 7.999999999999999, 1.0479794990833733, 145.69312140246475, 5.287514741895943, 15.3938118108116, 8.999999999999998, 0.10157724875732044, 142.4194818187737]",5.157588491509637,0.0002717414713954986,965,`ftol` termination condition is satisfied.
AN_ABS_AE4_NHE_S12_PHIGH_KLOW_AE4NA05_P2_H1|lower_quartile,AN_ABS_AE4_NHE_S12_PHIGH_KLOW_AE4NA05_P2_H1,AN_ABS_AE4_NHE,12.0,2.0,1.0,H1,DIAGNOSTIC_ONLY_ABSOLUTE_SOURCE_STRESS,DIAGNOSTIC_ABSOLUTE_SOURCE_STRESS,3,lower_quartile,True,True,True,True,False,1.7565159396437657e-11,1.2921606194976967e-15,1.7565159396437657e-15,1.6132928326584306e-15,11,0,[],"[""cl_i_mM=21.94241 outside [47.1,53.1]"", ""ph_i=7.71076162 outside [6.77,7.05]"", ""na_i_mM=42.65045 outside [10,35]"", ""k_i_mM=61.9655532 outside [100,160]""]","[42.650449999526174, 61.96555320224248, 3.3807657113759433, 7.710761618763142, 1.3, 144.7670440007554, 5.879556165204139, 8.885500567493926, 8.141135637424389, 0.10316555772951513, 192.6041407693151]",1.576439010681248e-22,1.3167166601170173e-06,690,`xtol` termination condition is satisfied.
AN_ABS_AE4_NHE_S12_PHIGH_KLOW_AE4NA05_P2_H1|parent_continuation_00,AN_ABS_AE4_NHE_S12_PHIGH_KLOW_AE4NA05_P2_H1,AN_ABS_AE4_NHE,12.0,2.0,1.0,H1,DIAGNOSTIC_ONLY_ABSOLUTE_SOURCE_STRESS,DIAGNOSTIC_ABSOLUTE_SOURCE_STRESS,3,parent_continuation_00,True,True,True,True,False,1.510944147575799e-11,6.106226635438361e-16,1.510944147575799e-15,5.030698080332741e-16,11,0,[],"[""cl_i_mM=21.94241 outside [47.1,53.1]"", ""ph_i=7.71076162 outside [6.77,7.05]"", ""na_i_mM=42.65045 outside [10,35]"", ""k_i_mM=61.9655532 outside [100,160]""]","[42.65044999952618, 61.96555320224249, 3.380765711375944, 7.710761618763142, 1.3, 144.76704400075542, 5.879556165204142, 8.885500567494015, 8.141135637424505, 0.10316555772951513, 192.60414076931505]",1.1414795774925342e-22,1.1197772264566704e-06,907,`xtol` termination condition is satisfied.
AN_ABS_AE4_NHE_S12_PHIGH_KLOW_AE4NA05_P2_H1|upper_quartile,AN_ABS_AE4_NHE_S12_PHIGH_KLOW_AE4NA05_P2_H1,AN_ABS_AE4_NHE,12.0,2.0,1.0,H1,DIAGNOSTIC_ONLY_ABSOLUTE_SOURCE_STRESS,DIAGNOSTIC_ABSOLUTE_SOURCE_STRESS,3,upper_quartile,True,True,True,True,False,1.510944147575799e-11,1.6231455199008926e-15,1.510944147575799e-15,1.5126788710517758e-15,11,0,[],"[""cl_i_mM=21.94241 outside [47.1,53.1]"", ""ph_i=7.71076162 outside [6.77,7.05]"", ""na_i_mM=42.65045 outside [10,35]"", ""k_i_mM=61.9655532 outside [100,160]""]","[42.6504499995262, 61.96555320224247, 3.380765711375945, 7.71076161876314, 1.3, 144.76704400075542, 5.879556165204142, 8.885500567493908, 8.141135637424371, 0.10316555772951513, 192.60414076931502]",1.1415116807183928e-22,1.1197772264566702e-06,1472,`xtol` termination condition is satisfied.
AN_ABS_AE4_NHE_S12_PHIGH_KLOW_AE4NA10_P0.5_H1|frozen_reference,AN_ABS_AE4_NHE_S12_PHIGH_KLOW_AE4NA10_P0.5_H1,AN_ABS_AE4_NHE,12.0,0.5,1.0,H1,DIAGNOSTIC_ONLY_ABSOLUTE_SOURCE_STRESS,DIAGNOSTIC_ABSOLUTE_SOURCE_STRESS,3,frozen_reference,True,True,False,False,False,4.263851889634649,0.21319259448173247,3.2820789085690196e-08,0.022462868004816488,10,1,"[""k_i_mM"", ""ph_i"", ""tic_l_mM"", ""ph_l""]","[""cl_i_mM=2.55157857 outside [47.1,53.1]"", ""ph_i=8 outside [6.77,7.05]"", ""na_i_mM=52.3955183 outside [10,35]"", ""k_i_mM=60 outside [100,160]"", ""volume_i_pL=0.970067267 outside [1.17,1.43]""]","[52.39551833031004, 60.00000000392886, 1.2676621030840598, 7.999999999999999, 0.97006726745696, 149.89093044408446, 3.018469940407386, 99.99999999999999, 8.999999999999998, 0.06251329111409192, 149.41086905347822]",20.02364012028802,0.025883693382474197,954,`ftol` termination condition is satisfied.
AN_ABS_AE4_NHE_S12_PHIGH_KLOW_AE4NA10_P0.5_H1|lower_quartile,AN_ABS_AE4_NHE_S12_PHIGH_KLOW_AE4NA10_P0.5_H1,AN_ABS_AE4_NHE,12.0,0.5,1.0,H1,DIAGNOSTIC_ONLY_ABSOLUTE_SOURCE_STRESS,DIAGNOSTIC_ABSOLUTE_SOURCE_STRESS,3,lower_quartile,True,True,False,False,False,4.2638506687579625,0.21319253343789812,3.2589760810424195e-08,0.022462603394162717,10,1,"[""k_i_mM"", ""ph_i"", ""tic_l_mM"", ""ph_l""]","[""cl_i_mM=2.55158115 outside [47.1,53.1]"", ""ph_i=8 outside [6.77,7.05]"", ""na_i_mM=52.3951904 outside [10,35]"", ""k_i_mM=60 outside [100,160]"", ""volume_i_pL=0.970070233 outside [1.17,1.43]""]","[52.395190377854796, 60.00000000000006, 1.2676635592953143, 7.999999999999999, 0.9700702332497201, 149.89092651515705, 3.018473893800893, 99.99999999999999, 8.999999999999998, 0.09997454372712362, 149.41173180314254]",20.023640118827707,0.0012950074335958451,1021,`ftol` termination condition is satisfied.
AN_ABS_AE4_NHE_S12_PHIGH_KLOW_AE4NA10_P0.5_H1|upper_quartile,AN_ABS_AE4_NHE_S12_PHIGH_KLOW_AE4NA10_P0.5_H1,AN_ABS_AE4_NHE,12.0,0.5,1.0,H1,DIAGNOSTIC_ONLY_ABSOLUTE_SOURCE_STRESS,DIAGNOSTIC_ABSOLUTE_SOURCE_STRESS,3,upper_quartile,True,True,False,False,False,4.263851157143876,0.21319255785719382,3.2694400210857566e-08,0.02246247415909109,10,1,"[""k_i_mM"", ""ph_i"", ""tic_l_mM"", ""ph_l""]","[""cl_i_mM=2.55158193 outside [47.1,53.1]"", ""ph_i=8 outside [6.77,7.05]"", ""na_i_mM=52.3949604 outside [10,35]"", ""k_i_mM=60 outside [100,160]"", ""volume_i_pL=0.970072302 outside [1.17,1.43]""]","[52.39496042186391, 60.00000000003962, 1.267664428570103, 7.999999999999999, 0.9700723023657962, 149.89092479892628, 3.0184756007540434, 99.99999999999999, 8.999999999999998, 0.060937064441359295, 149.41233594596912]",20.023640118998486,0.012264065113817396,846,`ftol` termination condition is satisfied.
AN_ABS_AE4_NHE_S12_PHIGH_KLOW_AE4NA10_P1_H1|lower_quartile,AN_ABS_AE4_NHE_S12_PHIGH_KLOW_AE4NA10_P1_H1,AN_ABS_AE4_NHE,12.0,1.0,1.0,H1,DIAGNOSTIC_ONLY_ABSOLUTE_SOURCE_STRESS,DIAGNOSTIC_ABSOLUTE_SOURCE_STRESS,3,lower_quartile,True,True,False,False,False,3.6206783811478886,0.18103391905739444,7.4144739721759834e-09,0.023776677506472547,10,1,"[""k_i_mM"", ""ph_i"", ""ph_l""]","[""cl_i_mM=4.32665972 outside [47.1,53.1]"", ""ph_i=8 outside [6.77,7.05]"", ""na_i_mM=50.1955686 outside [10,35]"", ""k_i_mM=60 outside [100,160]"", ""volume_i_pL=1.0107161 outside [1.17,1.43]""]","[50.195568565000784, 60.00000000000001, 1.6626170730207124, 7.999999999999999, 1.0107161021369477, 149.38326108709813, 2.712784005479055, 64.99589543475886, 8.999999999999998, 0.06849123073702565, 156.95897702073796]",13.820241950859513,0.009716599018043549,1190,`xtol` termination condition is satisfied.
