panel_id,parent_panel_id,stage,topology_id,routing_id,source_class,source_scale,pump_capacity_scale,apical_pump_fraction,apical_k_fraction,ae4_cation_fraction,hydraulic_scale,hydraulic_mode,eligibility,eligibility_migration,attempt_count,converged_attempt_count,numerical_root_count,wt_passing_root_count,best_max_abs_scaled_residual,best_attempt_id,failure_union_json,start_design_json,screen_start_count,confirmation_start_count,geometry_start_count
AN_ABS_AE4_NHE_S2_PHIGH_KLOW_AE4NA05_P1_H1,STRICT_NATIVE_S1_PHIGH_KLOW_AE4NA05_P1_H1,PRODUCTION_ABSOLUTE_SOURCE_GRID,PHIGH_KLOW,AE4NA05,AN_ABS_AE4_NHE,2.0,1.0,0.094586,0.2,0.05,1.0,H1,PRODUCTION_PRE_REVEAL,,3,3,1,0,4.30970363562988e-12,parent_continuation_00,"[""cl_i_mM=25.6663336 outside [47.1,53.1]"", ""k_i_mM=82.8110957 outside [100,160]""]","{""actual_persisted_attempt_set"": true, ""both_quartiles_present"": true, ""count"": 3, ""kind"": ""one_parent_or_frozen_anchor_plus_both_quartiles"", ""legacy_priority_truncation"": false, ""panel_stage"": ""PRODUCTION_ABSOLUTE_SOURCE_GRID"", ""start_ids"": [""lower_quartile"", ""parent_continuation_00"", ""upper_quartile""]}",3,0,0
AN_ABS_AE4_NHE_S2_PHIGH_KLOW_AE4NA05_P2_H1,STRICT_NATIVE_S1_PHIGH_KLOW_AE4NA05_P2_H1,PRODUCTION_ABSOLUTE_SOURCE_GRID,PHIGH_KLOW,AE4NA05,AN_ABS_AE4_NHE,2.0,2.0,0.094586,0.2,0.05,1.0,H1,PRODUCTION_PRE_REVEAL,,3,3,1,0,5.172728564928342e-12,parent_continuation_00,"[""cl_i_mM=24.756105 outside [47.1,53.1]"", ""k_i_mM=89.6141922 outside [100,160]"", ""na_i_mM=9.93818211 outside [10,35]""]","{""actual_persisted_attempt_set"": true, ""both_quartiles_present"": true, ""count"": 3, ""kind"": ""one_parent_or_frozen_anchor_plus_both_quartiles"", ""legacy_priority_truncation"": false, ""panel_stage"": ""PRODUCTION_ABSOLUTE_SOURCE_GRID"", ""start_ids"": [""lower_quartile"", ""parent_continuation_00"", ""upper_quartile""]}",3,0,0
AN_ABS_AE4_NHE_S2_PHIGH_KLOW_AE4NA10_P0.5_H1,STRICT_NATIVE_S1_PHIGH_KLOW_AE4NA10_P0.5_H1,PRODUCTION_ABSOLUTE_SOURCE_GRID,PHIGH_KLOW,AE4NA10,AN_ABS_AE4_NHE,2.0,0.5,0.094586,0.2,0.1,1.0,H1,PRODUCTION_PRE_REVEAL,,3,0,0,0,0.7807061458686623,upper_quartile,"[""cl_i_mM=25.9913525 outside [47.1,53.1]"", ""cl_i_mM=25.9913526 outside [47.1,53.1]"", ""cl_i_mM=25.9913528 outside [47.1,53.1]"", ""k_i_mM=60 outside [100,160]"", ""na_i_mM=53.7030743 outside [10,35]"", ""na_i_mM=53.7030747 outside [10,35]"", ""ph_i=8 outside [6.77,7.05]""]","{""actual_persisted_attempt_set"": true, ""both_quartiles_present"": true, ""count"": 3, ""kind"": ""one_parent_or_frozen_anchor_plus_both_quartiles"", ""legacy_priority_truncation"": false, ""panel_stage"": ""PRODUCTION_ABSOLUTE_SOURCE_GRID"", ""start_ids"": [""frozen_reference"", ""lower_quartile"", ""upper_quartile""]}",3,0,0
AN_ABS_AE4_NHE_S2_PHIGH_KLOW_AE4NA10_P1_H1,STRICT_NATIVE_S1_PHIGH_KLOW_AE4NA10_P1_H1,PRODUCTION_ABSOLUTE_SOURCE_GRID,PHIGH_KLOW,AE4NA10,AN_ABS_AE4_NHE,2.0,1.0,0.094586,0.2,0.1,1.0,H1,PRODUCTION_PRE_REVEAL,,3,3,1,0,3.148523108897905e-12,parent_continuation_00,"[""cl_i_mM=25.5309039 outside [47.1,53.1]"", ""k_i_mM=72.4034096 outside [100,160]""]","{""actual_persisted_attempt_set"": true, ""both_quartiles_present"": true, ""count"": 3, ""kind"": ""one_parent_or_frozen_anchor_plus_both_quartiles"", ""legacy_priority_truncation"": false, ""panel_stage"": ""PRODUCTION_ABSOLUTE_SOURCE_GRID"", ""start_ids"": [""lower_quartile"", ""parent_continuation_00"", ""upper_quartile""]}",3,0,0
AN_ABS_AE4_NHE_S2_PHIGH_KLOW_AE4NA10_P2_H1,STRICT_NATIVE_S1_PHIGH_KLOW_AE4NA10_P2_H1,PRODUCTION_ABSOLUTE_SOURCE_GRID,PHIGH_KLOW,AE4NA10,AN_ABS_AE4_NHE,2.0,2.0,0.094586,0.2,0.1,1.0,H1,PRODUCTION_PRE_REVEAL,,3,3,1,0,8.276799384754341e-12,lower_quartile,"[""cl_i_mM=23.0004766 outside [47.1,53.1]"", ""k_i_mM=87.0004408 outside [100,160]""]","{""actual_persisted_attempt_set"": true, ""both_quartiles_present"": true, ""count"": 3, ""kind"": ""one_parent_or_frozen_anchor_plus_both_quartiles"", ""legacy_priority_truncation"": false, ""panel_stage"": ""PRODUCTION_ABSOLUTE_SOURCE_GRID"", ""start_ids"": [""lower_quartile"", ""parent_continuation_00"", ""upper_quartile""]}",3,0,0
AN_ABS_AE4_NHE_S2_PHIGH_KLOW_AE4NA20_P0.5_H1,STRICT_NATIVE_S1_PHIGH_KLOW_AE4NA20_P0.5_H1,PRODUCTION_ABSOLUTE_SOURCE_GRID,PHIGH_KLOW,AE4NA20,AN_ABS_AE4_NHE,2.0,0.5,0.094586,0.2,0.2,1.0,H1,PRODUCTION_PRE_REVEAL,,3,0,0,0,1.8983254892665875,frozen_reference,"[""cl_i_mM=19.9034417 outside [47.1,53.1]"", ""cl_i_mM=21.9508891 outside [47.1,53.1]"", ""cl_i_mM=21.9508916 outside [47.1,53.1]"", ""k_i_mM=60 outside [100,160]"", ""na_i_mM=55.1953311 outside [10,35]"", ""na_i_mM=55.1953328 outside [10,35]"", ""ph_i=6.2 outside [6.77,7.05]"", ""ph_i=8 outside [6.77,7.05]"", ""volume_i_pL=1.1606577 outside [1.17,1.43]""]","{""actual_persisted_attempt_set"": true, ""both_quartiles_present"": true, ""count"": 3, ""kind"": ""one_parent_or_frozen_anchor_plus_both_quartiles"", ""legacy_priority_truncation"": false, ""panel_stage"": ""PRODUCTION_ABSOLUTE_SOURCE_GRID"", ""start_ids"": [""frozen_reference"", ""lower_quartile"", ""upper_quartile""]}",3,0,0
AN_ABS_AE4_NHE_S2_PHIGH_KLOW_AE4NA20_P1_H1,STRICT_NATIVE_S1_PHIGH_KLOW_AE4NA20_P1_H1,PRODUCTION_ABSOLUTE_SOURCE_GRID,PHIGH_KLOW,AE4NA20,AN_ABS_AE4_NHE,2.0,1.0,0.094586,0.2,0.2,1.0,H1,PRODUCTION_PRE_REVEAL,,3,0,0,0,0.18647745047699948,upper_quartile,"[""cl_i_mM=25.4794775 outside [47.1,53.1]"", ""cl_i_mM=25.4794776 outside [47.1,53.1]"", ""k_i_mM=60 outside [100,160]"", ""na_i_mM=50.7768919 outside [10,35]"", ""na_i_mM=50.7768921 outside [10,35]"", ""ph_i=7.79279981 outside [6.77,7.05]"", ""ph_i=7.79279982 outside [6.77,7.05]"", ""ph_i=7.79279984 outside [6.77,7.05]""]","{""actual_persisted_attempt_set"": true, ""both_quartiles_present"": true, ""count"": 3, ""kind"": ""one_parent_or_frozen_anchor_plus_both_quartiles"", ""legacy_priority_truncation"": false, ""panel_stage"": ""PRODUCTION_ABSOLUTE_SOURCE_GRID"", ""start_ids"": [""lower_quartile"", ""parent_continuation_00"", ""upper_quartile""]}",3,0,0
AN_ABS_AE4_NHE_S2_PHIGH_KLOW_AE4NA20_P2_H1,STRICT_NATIVE_S1_PHIGH_KLOW_AE4NA20_P2_H1,PRODUCTION_ABSOLUTE_SOURCE_GRID,PHIGH_KLOW,AE4NA20,AN_ABS_AE4_NHE,2.0,2.0,0.094586,0.2,0.2,1.0,H1,PRODUCTION_PRE_REVEAL,,3,3,1,0,1.921206249644314e-12,upper_quartile,"[""cl_i_mM=21.3069549 outside [47.1,53.1]"", ""k_i_mM=83.8701247 outside [100,160]"", ""ph_i=7.09516683 outside [6.77,7.05]""]","{""actual_persisted_attempt_set"": true, ""both_quartiles_present"": true, ""count"": 3, ""kind"": ""one_parent_or_frozen_anchor_plus_both_quartiles"", ""legacy_priority_truncation"": false, ""panel_stage"": ""PRODUCTION_ABSOLUTE_SOURCE_GRID"", ""start_ids"": [""lower_quartile"", ""parent_continuation_00"", ""upper_quartile""]}",3,0,0
AN_ABS_AE4_NHE_S2_PLOW_KHIGH_AE4NA05_P0.5_H1,STRICT_NATIVE_S1_PLOW_KHIGH_AE4NA05_P0.5_H1,PRODUCTION_ABSOLUTE_SOURCE_GRID,PLOW_KHIGH,AE4NA05,AN_ABS_AE4_NHE,2.0,0.5,0.056878,0.4,0.05,1.0,H1,PRODUCTION_PRE_REVEAL,,3,0,0,0,0.19977596519249172,parent_continuation_00,"[""cl_i_mM=29.1069037 outside [47.1,53.1]"", ""cl_i_mM=29.1069038 outside [47.1,53.1]"", ""k_i_mM=60 outside [100,160]"", ""na_i_mM=52.5635248 outside [10,35]"", ""na_i_mM=52.5635251 outside [10,35]"", ""na_i_mM=52.5635252 outside [10,35]"", ""ph_i=7.69722937 outside [6.77,7.05]"", ""ph_i=7.69722941 outside [6.77,7.05]"", ""ph_i=7.69722944 outside [6.77,7.05]""]","{""actual_persisted_attempt_set"": true, ""both_quartiles_present"": true, ""count"": 3, ""kind"": ""one_parent_or_frozen_anchor_plus_both_quartiles"", ""legacy_priority_truncation"": false, ""panel_stage"": ""PRODUCTION_ABSOLUTE_SOURCE_GRID"", ""start_ids"": [""lower_quartile"", ""parent_continuation_00"", ""upper_quartile""]}",3,0,0
AN_ABS_AE4_NHE_S2_PLOW_KHIGH_AE4NA05_P1_H1,STRICT_NATIVE_S1_PLOW_KHIGH_AE4NA05_P1_H1,PRODUCTION_ABSOLUTE_SOURCE_GRID,PLOW_KHIGH,AE4NA05,AN_ABS_AE4_NHE,2.0,1.0,0.056878,0.4,0.05,1.0,H1,PRODUCTION_PRE_REVEAL,,3,3,1,0,1.7368918803217781e-12,upper_quartile,"[""cl_i_mM=27.0138101 outside [47.1,53.1]"", ""k_i_mM=84.138581 outside [100,160]""]","{""actual_persisted_attempt_set"": true, ""both_quartiles_present"": true, ""count"": 3, ""kind"": ""one_parent_or_frozen_anchor_plus_both_quartiles"", ""legacy_priority_truncation"": false, ""panel_stage"": ""PRODUCTION_ABSOLUTE_SOURCE_GRID"", ""start_ids"": [""lower_quartile"", ""parent_continuation_00"", ""upper_quartile""]}",3,0,0
AN_ABS_AE4_NHE_S2_PLOW_KHIGH_AE4NA05_P2_H1,STRICT_NATIVE_S1_PLOW_KHIGH_AE4NA05_P2_H1,PRODUCTION_ABSOLUTE_SOURCE_GRID,PLOW_KHIGH,AE4NA05,AN_ABS_AE4_NHE,2.0,2.0,0.056878,0.4,0.05,1.0,H1,PRODUCTION_PRE_REVEAL,,3,3,1,0,1.1630236704252006e-11,parent_continuation_00,"[""cl_i_mM=26.2795601 outside [47.1,53.1]"", ""k_i_mM=91.2456039 outside [100,160]""]","{""actual_persisted_attempt_set"": true, ""both_quartiles_present"": true, ""count"": 3, ""kind"": ""one_parent_or_frozen_anchor_plus_both_quartiles"", ""legacy_priority_truncation"": false, ""panel_stage"": ""PRODUCTION_ABSOLUTE_SOURCE_GRID"", ""start_ids"": [""lower_quartile"", ""parent_continuation_00"", ""upper_quartile""]}",3,0,0
AN_ABS_AE4_NHE_S2_PLOW_KHIGH_AE4NA10_P0.5_H1,STRICT_NATIVE_S1_PLOW_KHIGH_AE4NA10_P0.5_H1,PRODUCTION_ABSOLUTE_SOURCE_GRID,PLOW_KHIGH,AE4NA10,AN_ABS_AE4_NHE,2.0,0.5,0.056878,0.4,0.1,1.0,H1,PRODUCTION_PRE_REVEAL,,3,0,0,0,0.7753838899331802,frozen_reference,"[""cl_i_mM=27.129211 outside [47.1,53.1]"", ""cl_i_mM=27.1292111 outside [47.1,53.1]"", ""cl_i_mM=27.1292113 outside [47.1,53.1]"", ""k_i_mM=60 outside [100,160]"", ""na_i_mM=54.7942846 outside [10,35]"", ""na_i_mM=54.794285 outside [10,35]"", ""na_i_mM=54.7942851 outside [10,35]"", ""ph_i=8 outside [6.77,7.05]""]","{""actual_persisted_attempt_set"": true, ""both_quartiles_present"": true, ""count"": 3, ""kind"": ""one_parent_or_frozen_anchor_plus_both_quartiles"", ""legacy_priority_truncation"": false, ""panel_stage"": ""PRODUCTION_ABSOLUTE_SOURCE_GRID"", ""start_ids"": [""frozen_reference"", ""lower_quartile"", ""upper_quartile""]}",3,0,0
AN_ABS_AE4_NHE_S2_PLOW_KHIGH_AE4NA10_P1_H1,STRICT_NATIVE_S1_PLOW_KHIGH_AE4NA10_P1_H1,PRODUCTION_ABSOLUTE_SOURCE_GRID,PLOW_KHIGH,AE4NA10,AN_ABS_AE4_NHE,2.0,1.0,0.056878,0.4,0.1,1.0,H1,PRODUCTION_PRE_REVEAL,,3,3,1,0,1.3096078041452408e-11,parent_continuation_00,"[""cl_i_mM=26.6716896 outside [47.1,53.1]"", ""k_i_mM=73.2669017 outside [100,160]""]","{""actual_persisted_attempt_set"": true, ""both_quartiles_present"": true, ""count"": 3, ""kind"": ""one_parent_or_frozen_anchor_plus_both_quartiles"", ""legacy_priority_truncation"": false, ""panel_stage"": ""PRODUCTION_ABSOLUTE_SOURCE_GRID"", ""start_ids"": [""lower_quartile"", ""parent_continuation_00"", ""upper_quartile""]}",3,0,0
AN_ABS_AE4_NHE_S2_PLOW_KHIGH_AE4NA10_P2_H1,STRICT_NATIVE_S1_PLOW_KHIGH_AE4NA10_P2_H1,PRODUCTION_ABSOLUTE_SOURCE_GRID,PLOW_KHIGH,AE4NA10,AN_ABS_AE4_NHE,2.0,2.0,0.056878,0.4,0.1,1.0,H1,PRODUCTION_PRE_REVEAL,,3,3,1,0,6.29704621779581e-12,parent_continuation_00,"[""cl_i_mM=24.3710153 outside [47.1,53.1]"", ""k_i_mM=88.4176622 outside [100,160]""]","{""actual_persisted_attempt_set"": true, ""both_quartiles_present"": true, ""count"": 3, ""kind"": ""one_parent_or_frozen_anchor_plus_both_quartiles"", ""legacy_priority_truncation"": false, ""panel_stage"": ""PRODUCTION_ABSOLUTE_SOURCE_GRID"", ""start_ids"": [""lower_quartile"", ""parent_continuation_00"", ""upper_quartile""]}",3,0,0
AN_ABS_AE4_NHE_S2_PLOW_KHIGH_AE4NA20_P0.5_H1,STRICT_NATIVE_S1_PLOW_KHIGH_AE4NA20_P0.5_H1,PRODUCTION_ABSOLUTE_SOURCE_GRID,PLOW_KHIGH,AE4NA20,AN_ABS_AE4_NHE,2.0,0.5,0.056878,0.4,0.2,1.0,H1,PRODUCTION_PRE_REVEAL,,3,0,0,0,1.8794642306316993,frozen_reference,"[""cl_i_mM=21.4166082 outside [47.1,53.1]"", ""cl_i_mM=23.1049555 outside [47.1,53.1]"", ""cl_i_mM=23.1049563 outside [47.1,53.1]"", ""k_i_mM=60 outside [100,160]"", ""na_i_mM=35.7523931 outside [10,35]"", ""na_i_mM=56.39823 outside [10,35]"", ""na_i_mM=56.3982313 outside [10,35]"", ""ph_i=6.2 outside [6.77,7.05]"", ""ph_i=8 outside [6.77,7.05]"", ""volume_i_pL=1.16204414 outside [1.17,1.43]""]","{""actual_persisted_attempt_set"": true, ""both_quartiles_present"": true, ""count"": 3, ""kind"": ""one_parent_or_frozen_anchor_plus_both_quartiles"", ""legacy_priority_truncation"": false, ""panel_stage"": ""PRODUCTION_ABSOLUTE_SOURCE_GRID"", ""start_ids"": [""frozen_reference"", ""lower_quartile"", ""upper_quartile""]}",3,0,0
AN_ABS_AE4_NHE_S2_PLOW_KHIGH_AE4NA20_P1_H1,STRICT_NATIVE_S1_PLOW_KHIGH_AE4NA20_P1_H1,PRODUCTION_ABSOLUTE_SOURCE_GRID,PLOW_KHIGH,AE4NA20,AN_ABS_AE4_NHE,2.0,1.0,0.056878,0.4,0.2,1.0,H1,PRODUCTION_PRE_REVEAL,,3,0,0,0,0.17654973077331465,lower_quartile,"[""cl_i_mM=26.5713131 outside [47.1,53.1]"", ""k_i_mM=60 outside [100,160]"", ""na_i_mM=51.5667674 outside [10,35]"", ""na_i_mM=51.5667676 outside [10,35]"", ""ph_i=7.73843319 outside [6.77,7.05]"", ""ph_i=7.73843321 outside [6.77,7.05]""]","{""actual_persisted_attempt_set"": true, ""both_quartiles_present"": true, ""count"": 3, ""kind"": ""one_parent_or_frozen_anchor_plus_both_quartiles"", ""legacy_priority_truncation"": false, ""panel_stage"": ""PRODUCTION_ABSOLUTE_SOURCE_GRID"", ""start_ids"": [""lower_quartile"", ""parent_continuation_00"", ""upper_quartile""]}",3,0,0
AN_ABS_AE4_NHE_S2_PLOW_KHIGH_AE4NA20_P2_H1,STRICT_NATIVE_S1_PLOW_KHIGH_AE4NA20_P2_H1,PRODUCTION_ABSOLUTE_SOURCE_GRID,PLOW_KHIGH,AE4NA20,AN_ABS_AE4_NHE,2.0,2.0,0.056878,0.4,0.2,1.0,H1,PRODUCTION_PRE_REVEAL,,3,3,1,0,1.706534219492184e-12,upper_quartile,"[""cl_i_mM=22.5276003 outside [47.1,53.1]"", ""k_i_mM=85.0027887 outside [100,160]"", ""ph_i=7.10116005 outside [6.77,7.05]""]","{""actual_persisted_attempt_set"": true, ""both_quartiles_present"": true, ""count"": 3, ""kind"": ""one_parent_or_frozen_anchor_plus_both_quartiles"", ""legacy_priority_truncation"": false, ""panel_stage"": ""PRODUCTION_ABSOLUTE_SOURCE_GRID"", ""start_ids"": [""lower_quartile"", ""parent_continuation_00"", ""upper_quartile""]}",3,0,0
AN_ABS_AE4_NHE_S2_PLOW_KLOW_AE4NA05_P0.5_H1,STRICT_NATIVE_S1_PLOW_KLOW_AE4NA05_P0.5_H1,PRODUCTION_ABSOLUTE_SOURCE_GRID,PLOW_KLOW,AE4NA05,AN_ABS_AE4_NHE,2.0,0.5,0.056878,0.2,0.05,1.0,H1,PRODUCTION_PRE_REVEAL,,3,0,0,0,0.21393110617038316,parent_continuation_00,"[""cl_i_mM=28.3911504 outside [47.1,53.1]"", ""cl_i_mM=28.3911505 outside [47.1,53.1]"", ""cl_i_mM=28.3911506 outside [47.1,53.1]"", ""k_i_mM=60 outside [100,160]"", ""na_i_mM=52.3188022 outside [10,35]"", ""na_i_mM=52.3188024 outside [10,35]"", ""na_i_mM=52.3188026 outside [10,35]"", ""ph_i=7.7677599 outside [6.77,7.05]"", ""ph_i=7.76775991 outside [6.77,7.05]"", ""ph_i=7.76775993 outside [6.77,7.05]""]","{""actual_persisted_attempt_set"": true, ""both_quartiles_present"": true, ""count"": 3, ""kind"": ""one_parent_or_frozen_anchor_plus_both_quartiles"", ""legacy_priority_truncation"": false, ""panel_stage"": ""PRODUCTION_ABSOLUTE_SOURCE_GRID"", ""start_ids"": [""lower_quartile"", ""parent_continuation_00"", ""upper_quartile""]}",3,0,0
AN_ABS_AE4_NHE_S2_PLOW_KLOW_AE4NA05_P1_H1,STRICT_NATIVE_S1_PLOW_KLOW_AE4NA05_P1_H1,PRODUCTION_ABSOLUTE_SOURCE_GRID,PLOW_KLOW,AE4NA05,AN_ABS_AE4_NHE,2.0,1.0,0.056878,0.2,0.05,1.0,H1,PRODUCTION_PRE_REVEAL,,3,3,1,0,7.589415207398531e-13,lower_quartile,"[""cl_i_mM=26.3871291 outside [47.1,53.1]"", ""k_i_mM=83.4913747 outside [100,160]""]","{""actual_persisted_attempt_set"": true, ""both_quartiles_present"": true, ""count"": 3, ""kind"": ""one_parent_or_frozen_anchor_plus_both_quartiles"", ""legacy_priority_truncation"": false, ""panel_stage"": ""PRODUCTION_ABSOLUTE_SOURCE_GRID"", ""start_ids"": [""lower_quartile"", ""parent_continuation_00"", ""upper_quartile""]}",3,0,0
AN_ABS_AE4_NHE_S2_PLOW_KLOW_AE4NA05_P2_H1,STRICT_NATIVE_S1_PLOW_KLOW_AE4NA05_P2_H1,PRODUCTION_ABSOLUTE_SOURCE_GRID,PLOW_KLOW,AE4NA05,AN_ABS_AE4_NHE,2.0,2.0,0.056878,0.2,0.05,1.0,H1,PRODUCTION_PRE_REVEAL,,3,3,1,0,3.5583515300974256e-12,parent_continuation_00,"[""cl_i_mM=25.6685232 outside [47.1,53.1]"", ""k_i_mM=90.5829169 outside [100,160]"", ""na_i_mM=9.98921932 outside [10,35]""]","{""actual_persisted_attempt_set"": true, ""both_quartiles_present"": true, ""count"": 3, ""kind"": ""one_parent_or_frozen_anchor_plus_both_quartiles"", ""legacy_priority_truncation"": false, ""panel_stage"": ""PRODUCTION_ABSOLUTE_SOURCE_GRID"", ""start_ids"": [""lower_quartile"", ""parent_continuation_00"", ""upper_quartile""]}",3,0,0
AN_ABS_AE4_NHE_S2_PLOW_KLOW_AE4NA10_P0.5_H1,STRICT_NATIVE_S1_PLOW_KLOW_AE4NA10_P0.5_H1,PRODUCTION_ABSOLUTE_SOURCE_GRID,PLOW_KLOW,AE4NA10,AN_ABS_AE4_NHE,2.0,0.5,0.056878,0.2,0.1,1.0,H1,PRODUCTION_PRE_REVEAL,,3,0,0,0,0.7766818935993804,upper_quartile,"[""cl_i_mM=26.4472013 outside [47.1,53.1]"", ""k_i_mM=60 outside [100,160]"", ""na_i_mM=54.1508883 outside [10,35]"", ""na_i_mM=54.1508886 outside [10,35]"", ""na_i_mM=54.1508888 outside [10,35]"", ""ph_i=8 outside [6.77,7.05]""]","{""actual_persisted_attempt_set"": true, ""both_quartiles_present"": true, ""count"": 3, ""kind"": ""one_parent_or_frozen_anchor_plus_both_quartiles"", ""legacy_priority_truncation"": false, ""panel_stage"": ""PRODUCTION_ABSOLUTE_SOURCE_GRID"", ""start_ids"": [""frozen_reference"", ""lower_quartile"", ""upper_quartile""]}",3,0,0
AN_ABS_AE4_NHE_S2_PLOW_KLOW_AE4NA10_P1_H1,STRICT_NATIVE_S1_PLOW_KLOW_AE4NA10_P1_H1,PRODUCTION_ABSOLUTE_SOURCE_GRID,PLOW_KLOW,AE4NA10,AN_ABS_AE4_NHE,2.0,1.0,0.056878,0.2,0.1,1.0,H1,PRODUCTION_PRE_REVEAL,,3,3,1,0,1.479068603704725e-11,parent_continuation_00,"[""cl_i_mM=26.2916132 outside [47.1,53.1]"", ""k_i_mM=72.9284112 outside [100,160]""]","{""actual_persisted_attempt_set"": true, ""both_quartiles_present"": true, ""count"": 3, ""kind"": ""one_parent_or_frozen_anchor_plus_both_quartiles"", ""legacy_priority_truncation"": false, ""panel_stage"": ""PRODUCTION_ABSOLUTE_SOURCE_GRID"", ""start_ids"": [""lower_quartile"", ""parent_continuation_00"", ""upper_quartile""]}",3,0,0
AN_ABS_AE4_NHE_S2_PLOW_KLOW_AE4NA10_P2_H1,STRICT_NATIVE_S1_PLOW_KLOW_AE4NA10_P2_H1,PRODUCTION_ABSOLUTE_SOURCE_GRID,PLOW_KLOW,AE4NA10,AN_ABS_AE4_NHE,2.0,2.0,0.056878,0.2,0.1,1.0,H1,PRODUCTION_PRE_REVEAL,,3,3,1,0,1.5371818401499482e-11,parent_continuation_00,"[""cl_i_mM=24.0819474 outside [47.1,53.1]"", ""k_i_mM=88.1111755 outside [100,160]""]","{""actual_persisted_attempt_set"": true, ""both_quartiles_present"": true, ""count"": 3, ""kind"": ""one_parent_or_frozen_anchor_plus_both_quartiles"", ""legacy_priority_truncation"": false, ""panel_stage"": ""PRODUCTION_ABSOLUTE_SOURCE_GRID"", ""start_ids"": [""lower_quartile"", ""parent_continuation_00"", ""upper_quartile""]}",3,0,0
AN_ABS_AE4_NHE_S2_PLOW_KLOW_AE4NA20_P0.5_H1,STRICT_NATIVE_S1_PLOW_KLOW_AE4NA20_P0.5_H1,PRODUCTION_ABSOLUTE_SOURCE_GRID,PLOW_KLOW,AE4NA20,AN_ABS_AE4_NHE,2.0,0.5,0.056878,0.2,0.2,1.0,H1,PRODUCTION_PRE_REVEAL,,3,0,0,0,1.8922948096683059,frozen_reference,"[""cl_i_mM=20.4814606 outside [47.1,53.1]"", ""cl_i_mM=22.4713616 outside [47.1,53.1]"", ""cl_i_mM=22.4713619 outside [47.1,53.1]"", ""k_i_mM=60 outside [100,160]"", ""na_i_mM=55.7501637 outside [10,35]"", ""na_i_mM=55.7501644 outside [10,35]"", ""ph_i=6.2 outside [6.77,7.05]"", ""ph_i=8 outside [6.77,7.05]"", ""volume_i_pL=1.16106434 outside [1.17,1.43]""]","{""actual_persisted_attempt_set"": true, ""both_quartiles_present"": true, ""count"": 3, ""kind"": ""one_parent_or_frozen_anchor_plus_both_quartiles"", ""legacy_priority_truncation"": false, ""panel_stage"": ""PRODUCTION_ABSOLUTE_SOURCE_GRID"", ""start_ids"": [""frozen_reference"", ""lower_quartile"", ""upper_quartile""]}",3,0,0
AN_ABS_AE4_NHE_S2_PLOW_KLOW_AE4NA20_P1_H1,STRICT_NATIVE_S1_PLOW_KLOW_AE4NA20_P1_H1,PRODUCTION_ABSOLUTE_SOURCE_GRID,PLOW_KLOW,AE4NA20,AN_ABS_AE4_NHE,2.0,1.0,0.056878,0.2,0.2,1.0,H1,PRODUCTION_PRE_REVEAL,,3,0,0,0,0.17939868762094718,upper_quartile,"[""cl_i_mM=26.3300136 outside [47.1,53.1]"", ""k_i_mM=60 outside [100,160]"", ""na_i_mM=51.4274795 outside [10,35]"", ""na_i_mM=51.4274796 outside [10,35]"", ""ph_i=7.75490105 outside [6.77,7.05]"", ""ph_i=7.75490106 outside [6.77,7.05]""]","{""actual_persisted_attempt_set"": true, ""both_quartiles_present"": true, ""count"": 3, ""kind"": ""one_parent_or_frozen_anchor_plus_both_quartiles"", ""legacy_priority_truncation"": false, ""panel_stage"": ""PRODUCTION_ABSOLUTE_SOURCE_GRID"", ""start_ids"": [""lower_quartile"", ""parent_continuation_00"", ""upper_quartile""]}",3,0,0
AN_ABS_AE4_NHE_S2_PLOW_KLOW_AE4NA20_P2_H1,STRICT_NATIVE_S1_PLOW_KLOW_AE4NA20_P2_H1,PRODUCTION_ABSOLUTE_SOURCE_GRID,PLOW_KLOW,AE4NA20,AN_ABS_AE4_NHE,2.0,2.0,0.056878,0.2,0.2,1.0,H1,PRODUCTION_PRE_REVEAL,,3,3,1,0,1.3972113396820696e-11,parent_continuation_00,"[""cl_i_mM=22.5320749 outside [47.1,53.1]"", ""k_i_mM=85.0010151 outside [100,160]"", ""ph_i=7.10109074 outside [6.77,7.05]""]","{""actual_persisted_attempt_set"": true, ""both_quartiles_present"": true, ""count"": 3, ""kind"": ""one_parent_or_frozen_anchor_plus_both_quartiles"", ""legacy_priority_truncation"": false, ""panel_stage"": ""PRODUCTION_ABSOLUTE_SOURCE_GRID"", ""start_ids"": [""lower_quartile"", ""parent_continuation_00"", ""upper_quartile""]}",3,0,0
