attempt_id,panel_id,source_class,source_scale,pump_capacity_scale,hydraulic_scale,hydraulic_mode,eligibility,production_admissible,independent_admissible,production_converged_root,production_passes_numerical_gate,independent_converged_root,production_scaled_max,independent_scaled_max,scaled_max_absolute_difference,independent_amount_source_max_fmol_s,independent_volume_source_max_pL_s,convergence_gate_agree
AN_ABS_AE4_NHE_S12_PLOW_KLOW_AE4NA10_P1_H1|upper_quartile,AN_ABS_AE4_NHE_S12_PLOW_KLOW_AE4NA10_P1_H1,AN_ABS_AE4_NHE,12.0,1.0,1.0,H1,DIAGNOSTIC_ONLY_ABSOLUTE_SOURCE_STRESS,True,True,False,False,False,3.6117187191174196,3.6117187191174285,8.881784197001252e-15,0.18058593595587144,1.0841759967661346e-08,True
AN_ABS_AE4_NHE_S12_PLOW_KLOW_AE4NA10_P2_H1|lower_quartile,AN_ABS_AE4_NHE_S12_PLOW_KLOW_AE4NA10_P2_H1,AN_ABS_AE4_NHE,12.0,2.0,1.0,H1,DIAGNOSTIC_ONLY_ABSOLUTE_SOURCE_STRESS,True,True,False,False,False,1.7572763141734666,1.7572763141734666,0.0,0.07857026086452192,2.0963262511465835e-08,True
AN_ABS_AE4_NHE_S12_PLOW_KLOW_AE4NA10_P2_H1|parent_continuation_00,AN_ABS_AE4_NHE_S12_PLOW_KLOW_AE4NA10_P2_H1,AN_ABS_AE4_NHE,12.0,2.0,1.0,H1,DIAGNOSTIC_ONLY_ABSOLUTE_SOURCE_STRESS,True,True,False,False,False,1.7572764135129826,1.7572764135129826,0.0,0.07857025845718205,2.0963242143589612e-08,True
AN_ABS_AE4_NHE_S12_PLOW_KLOW_AE4NA10_P2_H1|upper_quartile,AN_ABS_AE4_NHE_S12_PLOW_KLOW_AE4NA10_P2_H1,AN_ABS_AE4_NHE,12.0,2.0,1.0,H1,DIAGNOSTIC_ONLY_ABSOLUTE_SOURCE_STRESS,True,True,False,False,False,1.7572764161606989,1.7572764161606989,0.0,0.07857025286312348,2.0963264354284267e-08,True
AN_ABS_AE4_NHE_S12_PLOW_KLOW_AE4NA20_P0.5_H1|frozen_reference,AN_ABS_AE4_NHE_S12_PLOW_KLOW_AE4NA20_P0.5_H1,AN_ABS_AE4_NHE,12.0,0.5,1.0,H1,DIAGNOSTIC_ONLY_ABSOLUTE_SOURCE_STRESS,True,True,False,False,False,4.845188475945506,4.845188475945516,9.769962616701378e-15,0.2422594237972758,2.682131290748657e-07,True
AN_ABS_AE4_NHE_S12_PLOW_KLOW_AE4NA20_P0.5_H1|lower_quartile,AN_ABS_AE4_NHE_S12_PLOW_KLOW_AE4NA20_P0.5_H1,AN_ABS_AE4_NHE,12.0,0.5,1.0,H1,DIAGNOSTIC_ONLY_ABSOLUTE_SOURCE_STRESS,True,True,False,False,False,4.845188527281615,4.845188527281633,1.7763568394002505e-14,0.24225942636408165,2.682132562279094e-07,True
AN_ABS_AE4_NHE_S12_PLOW_KLOW_AE4NA20_P0.5_H1|upper_quartile,AN_ABS_AE4_NHE_S12_PLOW_KLOW_AE4NA20_P0.5_H1,AN_ABS_AE4_NHE,12.0,0.5,1.0,H1,DIAGNOSTIC_ONLY_ABSOLUTE_SOURCE_STRESS,True,True,False,False,False,4.845188573185308,4.845188573185335,2.6645352591003757e-14,0.24225942865926675,2.682131509845931e-07,True
AN_ABS_AE4_NHE_S12_PLOW_KLOW_AE4NA20_P1_H1|lower_quartile,AN_ABS_AE4_NHE_S12_PLOW_KLOW_AE4NA20_P1_H1,AN_ABS_AE4_NHE,12.0,1.0,1.0,H1,DIAGNOSTIC_ONLY_ABSOLUTE_SOURCE_STRESS,True,True,False,False,False,4.368700525225117,4.368700525225135,1.7763568394002505e-14,0.21843502626125674,7.865626763759793e-08,True
AN_ABS_AE4_NHE_S12_PLOW_KLOW_AE4NA20_P1_H1|parent_continuation_00,AN_ABS_AE4_NHE_S12_PLOW_KLOW_AE4NA20_P1_H1,AN_ABS_AE4_NHE,12.0,1.0,1.0,H1,DIAGNOSTIC_ONLY_ABSOLUTE_SOURCE_STRESS,True,True,False,False,False,4.368702574034315,4.368702574034333,1.7763568394002505e-14,0.21843512870171666,7.874357096852692e-08,True
AN_ABS_AE4_NHE_S12_PLOW_KLOW_AE4NA20_P1_H1|upper_quartile,AN_ABS_AE4_NHE_S12_PLOW_KLOW_AE4NA20_P1_H1,AN_ABS_AE4_NHE,12.0,1.0,1.0,H1,DIAGNOSTIC_ONLY_ABSOLUTE_SOURCE_STRESS,True,True,False,False,False,4.368611164573239,4.368611164573248,8.881784197001252e-15,0.2184305582286624,7.873711046499921e-08,True
AN_ABS_AE4_NHE_S12_PLOW_KLOW_AE4NA20_P2_H1|lower_quartile,AN_ABS_AE4_NHE_S12_PLOW_KLOW_AE4NA20_P2_H1,AN_ABS_AE4_NHE,12.0,2.0,1.0,H1,DIAGNOSTIC_ONLY_ABSOLUTE_SOURCE_STRESS,True,True,False,False,False,3.415816794962924,3.4158167949628795,4.440892098500626e-14,0.170790839748144,3.2430353451218253e-09,True
AN_ABS_AE4_NHE_S12_PLOW_KLOW_AE4NA20_P2_H1|parent_continuation_00,AN_ABS_AE4_NHE_S12_PLOW_KLOW_AE4NA20_P2_H1,AN_ABS_AE4_NHE,12.0,2.0,1.0,H1,DIAGNOSTIC_ONLY_ABSOLUTE_SOURCE_STRESS,True,True,False,False,False,3.4159220318661485,3.415922031866097,5.1514348342607263e-14,0.17079610159330486,3.156555696932628e-09,True
AN_ABS_AE4_NHE_S12_PLOW_KLOW_AE4NA20_P2_H1|upper_quartile,AN_ABS_AE4_NHE_S12_PLOW_KLOW_AE4NA20_P2_H1,AN_ABS_AE4_NHE,12.0,2.0,1.0,H1,DIAGNOSTIC_ONLY_ABSOLUTE_SOURCE_STRESS,True,True,False,False,False,3.2084046365411933,3.2084046365412022,8.881784197001252e-15,0.1604202318270601,3.2575408970961553e-08,True
AN_ABS_AE4_NHE_S12_PNOM_KMID_AE4NA05_P0.5_H1|lower_quartile,AN_ABS_AE4_NHE_S12_PNOM_KMID_AE4NA05_P0.5_H1,AN_ABS_AE4_NHE,12.0,0.5,1.0,H1,DIAGNOSTIC_ONLY_ABSOLUTE_SOURCE_STRESS,True,True,False,False,False,3.1954001583408878,3.1954001583408878,0.0,0.1597700079170444,6.353660020295137e-09,True
AN_ABS_AE4_NHE_S12_PNOM_KMID_AE4NA05_P0.5_H1|parent_continuation_00,AN_ABS_AE4_NHE_S12_PNOM_KMID_AE4NA05_P0.5_H1,AN_ABS_AE4_NHE,12.0,0.5,1.0,H1,DIAGNOSTIC_ONLY_ABSOLUTE_SOURCE_STRESS,True,True,False,False,False,3.1954007088000367,3.1954007088000274,9.325873406851315e-15,0.15977003544000137,6.35369626593274e-09,True
AN_ABS_AE4_NHE_S12_PNOM_KMID_AE4NA05_P0.5_H1|upper_quartile,AN_ABS_AE4_NHE_S12_PNOM_KMID_AE4NA05_P0.5_H1,AN_ABS_AE4_NHE,12.0,0.5,1.0,H1,DIAGNOSTIC_ONLY_ABSOLUTE_SOURCE_STRESS,True,True,False,False,False,2.9632193371955307,2.9632193371955307,0.0,0.14816096685977653,2.528916952625605e-08,True
AN_ABS_AE4_NHE_S12_PNOM_KMID_AE4NA05_P1_H1|lower_quartile,AN_ABS_AE4_NHE_S12_PNOM_KMID_AE4NA05_P1_H1,AN_ABS_AE4_NHE,12.0,1.0,1.0,H1,DIAGNOSTIC_ONLY_ABSOLUTE_SOURCE_STRESS,True,True,False,False,False,2.621422675832968,2.6214226758329593,8.881784197001252e-15,0.13107113379164798,5.4773604537103894e-08,True
AN_ABS_AE4_NHE_S12_PNOM_KMID_AE4NA05_P1_H1|parent_continuation_00,AN_ABS_AE4_NHE_S12_PNOM_KMID_AE4NA05_P1_H1,AN_ABS_AE4_NHE,12.0,1.0,1.0,H1,DIAGNOSTIC_ONLY_ABSOLUTE_SOURCE_STRESS,True,True,False,False,False,2.6214230457734797,2.621423045773471,8.881784197001252e-15,0.13107115228867355,5.477364115677119e-08,True
AN_ABS_AE4_NHE_S12_PNOM_KMID_AE4NA05_P1_H1|upper_quartile,AN_ABS_AE4_NHE_S12_PNOM_KMID_AE4NA05_P1_H1,AN_ABS_AE4_NHE,12.0,1.0,1.0,H1,DIAGNOSTIC_ONLY_ABSOLUTE_SOURCE_STRESS,True,True,False,False,False,1.9411953262674966,1.9411953262674966,0.0,0.08831176344201386,1.0209718167035128e-08,True
AN_ABS_AE4_NHE_S12_PNOM_KMID_AE4NA05_P2_H1|lower_quartile,AN_ABS_AE4_NHE_S12_PNOM_KMID_AE4NA05_P2_H1,AN_ABS_AE4_NHE,12.0,2.0,1.0,H1,DIAGNOSTIC_ONLY_ABSOLUTE_SOURCE_STRESS,True,True,True,True,True,1.0118858875807213e-11,1.0118858875807213e-11,0.0,9.978132821950383e-16,1.0118858875807213e-15,True
AN_ABS_AE4_NHE_S12_PNOM_KMID_AE4NA05_P2_H1|parent_continuation_00,AN_ABS_AE4_NHE_S12_PNOM_KMID_AE4NA05_P2_H1,AN_ABS_AE4_NHE,12.0,2.0,1.0,H1,DIAGNOSTIC_ONLY_ABSOLUTE_SOURCE_STRESS,True,True,True,True,True,2.4067119824833227e-11,2.4067119824833227e-11,0.0,6.071532165918825e-16,2.4067119824833227e-15,True
AN_ABS_AE4_NHE_S12_PNOM_KMID_AE4NA05_P2_H1|upper_quartile,AN_ABS_AE4_NHE_S12_PNOM_KMID_AE4NA05_P2_H1,AN_ABS_AE4_NHE,12.0,2.0,1.0,H1,DIAGNOSTIC_ONLY_ABSOLUTE_SOURCE_STRESS,True,True,True,True,True,1.0118858875807213e-11,1.0118858875807213e-11,0.0,7.27890986959405e-16,1.0118858875807213e-15,True
AN_ABS_AE4_NHE_S12_PNOM_KMID_AE4NA10_P0.5_H1|frozen_reference,AN_ABS_AE4_NHE_S12_PNOM_KMID_AE4NA10_P0.5_H1,AN_ABS_AE4_NHE,12.0,0.5,1.0,H1,DIAGNOSTIC_ONLY_ABSOLUTE_SOURCE_STRESS,True,True,False,False,False,4.252084109523725,4.252084109523734,8.881784197001252e-15,0.21260420547618672,3.2767838413292337e-08,True
AN_ABS_AE4_NHE_S12_PNOM_KMID_AE4NA10_P0.5_H1|lower_quartile,AN_ABS_AE4_NHE_S12_PNOM_KMID_AE4NA10_P0.5_H1,AN_ABS_AE4_NHE,12.0,0.5,1.0,H1,DIAGNOSTIC_ONLY_ABSOLUTE_SOURCE_STRESS,True,True,False,False,False,4.252084038794225,4.252084038794225,0.0,0.21260420193971125,3.27678052462943e-08,True
AN_ABS_AE4_NHE_S12_PNOM_KMID_AE4NA10_P0.5_H1|upper_quartile,AN_ABS_AE4_NHE_S12_PNOM_KMID_AE4NA10_P0.5_H1,AN_ABS_AE4_NHE,12.0,0.5,1.0,H1,DIAGNOSTIC_ONLY_ABSOLUTE_SOURCE_STRESS,True,True,False,False,False,4.2520574514146015,4.2520574514146015,0.0,0.21260287257073007,3.277396303019486e-08,True
AN_ABS_AE4_NHE_S12_PNOM_KMID_AE4NA10_P1_H1|lower_quartile,AN_ABS_AE4_NHE_S12_PNOM_KMID_AE4NA10_P1_H1,AN_ABS_AE4_NHE,12.0,1.0,1.0,H1,DIAGNOSTIC_ONLY_ABSOLUTE_SOURCE_STRESS,True,True,False,False,False,3.5979496070432604,3.5979496070432506,9.769962616701378e-15,0.17989748035216255,9.332222274451852e-09,True
AN_ABS_AE4_NHE_S12_PNOM_KMID_AE4NA10_P1_H1|parent_continuation_00,AN_ABS_AE4_NHE_S12_PNOM_KMID_AE4NA10_P1_H1,AN_ABS_AE4_NHE,12.0,1.0,1.0,H1,DIAGNOSTIC_ONLY_ABSOLUTE_SOURCE_STRESS,True,True,False,False,False,3.5980013622652463,3.5980013622652365,9.769962616701378e-15,0.17990006811326184,9.26810305259096e-09,True
AN_ABS_AE4_NHE_S12_PNOM_KMID_AE4NA10_P1_H1|upper_quartile,AN_ABS_AE4_NHE_S12_PNOM_KMID_AE4NA10_P1_H1,AN_ABS_AE4_NHE,12.0,1.0,1.0,H1,DIAGNOSTIC_ONLY_ABSOLUTE_SOURCE_STRESS,True,True,False,False,False,3.5979402648701098,3.597940264870101,8.881784197001252e-15,0.17989701324350504,9.326381823484554e-09,True
AN_ABS_AE4_NHE_S12_PNOM_KMID_AE4NA10_P2_H1|lower_quartile,AN_ABS_AE4_NHE_S12_PNOM_KMID_AE4NA10_P2_H1,AN_ABS_AE4_NHE,12.0,2.0,1.0,H1,DIAGNOSTIC_ONLY_ABSOLUTE_SOURCE_STRESS,True,True,False,False,False,1.677951879144228,1.677951879144228,0.0,0.07764951766894797,2.1420041245823022e-08,True
AN_ABS_AE4_NHE_S12_PNOM_KMID_AE4NA10_P2_H1|parent_continuation_00,AN_ABS_AE4_NHE_S12_PNOM_KMID_AE4NA10_P2_H1,AN_ABS_AE4_NHE,12.0,2.0,1.0,H1,DIAGNOSTIC_ONLY_ABSOLUTE_SOURCE_STRESS,True,True,False,False,False,1.6779518946720464,1.6779518946720464,0.0,0.0776495183569681,2.1420050310241075e-08,True
AN_ABS_AE4_NHE_S12_PNOM_KMID_AE4NA10_P2_H1|upper_quartile,AN_ABS_AE4_NHE_S12_PNOM_KMID_AE4NA10_P2_H1,AN_ABS_AE4_NHE,12.0,2.0,1.0,H1,DIAGNOSTIC_ONLY_ABSOLUTE_SOURCE_STRESS,True,True,False,False,False,1.6779521053686144,1.6779521053686144,0.0,0.07764950485084102,2.1420018958854745e-08,True
AN_ABS_AE4_NHE_S12_PNOM_KMID_AE4NA20_P0.5_H1|frozen_reference,AN_ABS_AE4_NHE_S12_PNOM_KMID_AE4NA20_P0.5_H1,AN_ABS_AE4_NHE,12.0,0.5,1.0,H1,DIAGNOSTIC_ONLY_ABSOLUTE_SOURCE_STRESS,True,True,False,False,False,4.809864203969719,4.8098642039697275,8.881784197001252e-15,0.2404932101984864,2.458310010990772e-07,True
AN_ABS_AE4_NHE_S12_PNOM_KMID_AE4NA20_P0.5_H1|lower_quartile,AN_ABS_AE4_NHE_S12_PNOM_KMID_AE4NA20_P0.5_H1,AN_ABS_AE4_NHE,12.0,0.5,1.0,H1,DIAGNOSTIC_ONLY_ABSOLUTE_SOURCE_STRESS,True,True,False,False,False,4.809864167634181,4.809864167634181,0.0,0.24049320838170907,2.458311117948142e-07,True
AN_ABS_AE4_NHE_S12_PNOM_KMID_AE4NA20_P0.5_H1|upper_quartile,AN_ABS_AE4_NHE_S12_PNOM_KMID_AE4NA20_P0.5_H1,AN_ABS_AE4_NHE,12.0,0.5,1.0,H1,DIAGNOSTIC_ONLY_ABSOLUTE_SOURCE_STRESS,True,True,False,False,False,6.406061788143509,6.406061788143509,0.0,0.32030308940717545,8.703454061480898e-07,True
AN_ABS_AE4_NHE_S12_PNOM_KMID_AE4NA20_P1_H1|lower_quartile,AN_ABS_AE4_NHE_S12_PNOM_KMID_AE4NA20_P1_H1,AN_ABS_AE4_NHE,12.0,1.0,1.0,H1,DIAGNOSTIC_ONLY_ABSOLUTE_SOURCE_STRESS,True,True,False,False,False,4.358425961628685,4.358425961628667,1.7763568394002505e-14,0.21792129808143337,6.03434972776995e-08,True
AN_ABS_AE4_NHE_S12_PNOM_KMID_AE4NA20_P1_H1|parent_continuation_00,AN_ABS_AE4_NHE_S12_PNOM_KMID_AE4NA20_P1_H1,AN_ABS_AE4_NHE,12.0,1.0,1.0,H1,DIAGNOSTIC_ONLY_ABSOLUTE_SOURCE_STRESS,True,True,False,False,False,4.358424393853617,4.358424393853587,2.930988785010413e-14,0.21792121969267939,6.025546239584401e-08,True
AN_ABS_AE4_NHE_S12_PNOM_KMID_AE4NA20_P1_H1|upper_quartile,AN_ABS_AE4_NHE_S12_PNOM_KMID_AE4NA20_P1_H1,AN_ABS_AE4_NHE,12.0,1.0,1.0,H1,DIAGNOSTIC_ONLY_ABSOLUTE_SOURCE_STRESS,True,True,False,False,False,4.358424341936464,4.358424341936453,1.1546319456101628e-14,0.21792121709682266,6.025138285281173e-08,True
AN_ABS_AE4_NHE_S12_PNOM_KMID_AE4NA20_P2_H1|lower_quartile,AN_ABS_AE4_NHE_S12_PNOM_KMID_AE4NA20_P2_H1,AN_ABS_AE4_NHE,12.0,2.0,1.0,H1,DIAGNOSTIC_ONLY_ABSOLUTE_SOURCE_STRESS,True,True,False,False,False,3.1187289245744143,3.1187289245744143,0.0,0.15593644622872072,3.5573500869415936e-08,True
AN_ABS_AE4_NHE_S12_PNOM_KMID_AE4NA20_P2_H1|parent_continuation_00,AN_ABS_AE4_NHE_S12_PNOM_KMID_AE4NA20_P2_H1,AN_ABS_AE4_NHE,12.0,2.0,1.0,H1,DIAGNOSTIC_ONLY_ABSOLUTE_SOURCE_STRESS,True,True,False,False,False,3.388988943397581,3.3889889433975378,4.3076653355456074e-14,0.1694494471698769,1.2230562799686595e-09,True
AN_ABS_AE4_NHE_S12_PNOM_KMID_AE4NA20_P2_H1|upper_quartile,AN_ABS_AE4_NHE_S12_PNOM_KMID_AE4NA20_P2_H1,AN_ABS_AE4_NHE,12.0,2.0,1.0,H1,DIAGNOSTIC_ONLY_ABSOLUTE_SOURCE_STRESS,True,True,False,False,False,3.3889951849148052,3.3889951849147573,4.796163466380676e-14,0.16944975924573788,1.2863668086993131e-09,True
AN_ABS_AE4_NHE_S16_PHIGH_KHIGH_AE4NA05_P0.5_H1|lower_quartile,AN_ABS_AE4_NHE_S16_PHIGH_KHIGH_AE4NA05_P0.5_H1,AN_ABS_AE4_NHE,16.0,0.5,1.0,H1,DIAGNOSTIC_ONLY_ABSOLUTE_SOURCE_STRESS,True,True,False,False,False,3.729707058092923,3.7297070580929135,9.325873406851315e-15,0.18648535290464568,1.2936386557385048e-08,True
AN_ABS_AE4_NHE_S16_PHIGH_KHIGH_AE4NA05_P0.5_H1|parent_continuation_00,AN_ABS_AE4_NHE_S16_PHIGH_KHIGH_AE4NA05_P0.5_H1,AN_ABS_AE4_NHE,16.0,0.5,1.0,H1,DIAGNOSTIC_ONLY_ABSOLUTE_SOURCE_STRESS,True,True,False,False,False,3.729735055017563,3.729735055017563,0.0,0.18648675275087817,1.3077150368872026e-08,True
AN_ABS_AE4_NHE_S16_PHIGH_KHIGH_AE4NA05_P0.5_H1|upper_quartile,AN_ABS_AE4_NHE_S16_PHIGH_KHIGH_AE4NA05_P0.5_H1,AN_ABS_AE4_NHE,16.0,0.5,1.0,H1,DIAGNOSTIC_ONLY_ABSOLUTE_SOURCE_STRESS,True,True,False,False,False,3.707514614234748,3.7075146142347384,9.769962616701378e-15,0.18537573071173694,1.579365049663952e-08,True
AN_ABS_AE4_NHE_S16_PHIGH_KHIGH_AE4NA05_P1_H1|lower_quartile,AN_ABS_AE4_NHE_S16_PHIGH_KHIGH_AE4NA05_P1_H1,AN_ABS_AE4_NHE,16.0,1.0,1.0,H1,DIAGNOSTIC_ONLY_ABSOLUTE_SOURCE_STRESS,True,True,False,False,False,3.0242592197876683,3.0242592197876683,0.0,0.15121296098938342,1.8320872831054658e-08,True
AN_ABS_AE4_NHE_S16_PHIGH_KHIGH_AE4NA05_P1_H1|parent_continuation_00,AN_ABS_AE4_NHE_S16_PHIGH_KHIGH_AE4NA05_P1_H1,AN_ABS_AE4_NHE,16.0,1.0,1.0,H1,DIAGNOSTIC_ONLY_ABSOLUTE_SOURCE_STRESS,True,True,False,False,False,3.0242592146518903,3.0242592146518903,0.0,0.15121296073259452,1.8287133581225134e-08,True
AN_ABS_AE4_NHE_S16_PHIGH_KHIGH_AE4NA05_P1_H1|upper_quartile,AN_ABS_AE4_NHE_S16_PHIGH_KHIGH_AE4NA05_P1_H1,AN_ABS_AE4_NHE,16.0,1.0,1.0,H1,DIAGNOSTIC_ONLY_ABSOLUTE_SOURCE_STRESS,True,True,False,False,False,2.4819503019833635,2.4819503019833293,3.419486915845482e-14,0.12409751509916647,2.7836317570282187e-08,True
AN_ABS_AE4_NHE_S16_PHIGH_KHIGH_AE4NA05_P2_H1|lower_quartile,AN_ABS_AE4_NHE_S16_PHIGH_KHIGH_AE4NA05_P2_H1,AN_ABS_AE4_NHE,16.0,2.0,1.0,H1,DIAGNOSTIC_ONLY_ABSOLUTE_SOURCE_STRESS,True,True,False,False,False,0.70594498288262,0.70594498288262,0.0,0.03395898895525522,3.4423642150758355e-09,True
AN_ABS_AE4_NHE_S16_PHIGH_KHIGH_AE4NA05_P2_H1|parent_continuation_00,AN_ABS_AE4_NHE_S16_PHIGH_KHIGH_AE4NA05_P2_H1,AN_ABS_AE4_NHE,16.0,2.0,1.0,H1,DIAGNOSTIC_ONLY_ABSOLUTE_SOURCE_STRESS,True,True,False,False,False,0.7059450184020329,0.7059450184020329,0.0,0.03395898956115603,3.4423638773468587e-09,True
AN_ABS_AE4_NHE_S16_PHIGH_KHIGH_AE4NA05_P2_H1|upper_quartile,AN_ABS_AE4_NHE_S16_PHIGH_KHIGH_AE4NA05_P2_H1,AN_ABS_AE4_NHE,16.0,2.0,1.0,H1,DIAGNOSTIC_ONLY_ABSOLUTE_SOURCE_STRESS,True,True,False,False,False,0.7059450159276601,0.7059450159276601,0.0,0.0339589895903104,3.4423661884322096e-09,True
AN_ABS_AE4_NHE_S16_PHIGH_KHIGH_AE4NA10_P0.5_H1|frozen_reference,AN_ABS_AE4_NHE_S16_PHIGH_KHIGH_AE4NA10_P0.5_H1,AN_ABS_AE4_NHE,16.0,0.5,1.0,H1,DIAGNOSTIC_ONLY_ABSOLUTE_SOURCE_STRESS,True,True,False,False,False,4.49747506484735,4.497475064847359,8.881784197001252e-15,0.22487375324236797,1.1011139699235173e-07,True
AN_ABS_AE4_NHE_S16_PHIGH_KHIGH_AE4NA10_P0.5_H1|lower_quartile,AN_ABS_AE4_NHE_S16_PHIGH_KHIGH_AE4NA10_P0.5_H1,AN_ABS_AE4_NHE,16.0,0.5,1.0,H1,DIAGNOSTIC_ONLY_ABSOLUTE_SOURCE_STRESS,True,True,False,False,False,4.4974750459746735,4.497475045974692,1.865174681370263e-14,0.2248737522987346,1.1011136192905723e-07,True
AN_ABS_AE4_NHE_S16_PHIGH_KHIGH_AE4NA10_P0.5_H1|upper_quartile,AN_ABS_AE4_NHE_S16_PHIGH_KHIGH_AE4NA10_P0.5_H1,AN_ABS_AE4_NHE,16.0,0.5,1.0,H1,DIAGNOSTIC_ONLY_ABSOLUTE_SOURCE_STRESS,True,True,False,False,False,4.497475147234754,4.497475147234763,8.881784197001252e-15,0.22487375736173815,1.1011247668761826e-07,True
AN_ABS_AE4_NHE_S16_PHIGH_KHIGH_AE4NA10_P1_H1|lower_quartile,AN_ABS_AE4_NHE_S16_PHIGH_KHIGH_AE4NA10_P1_H1,AN_ABS_AE4_NHE,16.0,1.0,1.0,H1,DIAGNOSTIC_ONLY_ABSOLUTE_SOURCE_STRESS,True,True,False,False,False,4.01553169190792,4.015531691907974,5.417888360170764e-14,0.20077658459539868,9.578329054420464e-09,True
AN_ABS_AE4_NHE_S16_PHIGH_KHIGH_AE4NA10_P1_H1|parent_continuation_00,AN_ABS_AE4_NHE_S16_PHIGH_KHIGH_AE4NA10_P1_H1,AN_ABS_AE4_NHE,16.0,1.0,1.0,H1,DIAGNOSTIC_ONLY_ABSOLUTE_SOURCE_STRESS,True,True,False,False,False,4.015572928618183,4.015572928618228,4.529709940470639e-14,0.20077864643091142,9.565559821567148e-09,True
AN_ABS_AE4_NHE_S16_PHIGH_KHIGH_AE4NA10_P1_H1|upper_quartile,AN_ABS_AE4_NHE_S16_PHIGH_KHIGH_AE4NA10_P1_H1,AN_ABS_AE4_NHE,16.0,1.0,1.0,H1,DIAGNOSTIC_ONLY_ABSOLUTE_SOURCE_STRESS,True,True,False,False,False,4.0155344700689355,4.015534470068996,6.039613253960852e-14,0.20077672350344983,9.594904554433014e-09,True
AN_ABS_AE4_NHE_S16_PHIGH_KHIGH_AE4NA10_P2_H1|lower_quartile,AN_ABS_AE4_NHE_S16_PHIGH_KHIGH_AE4NA10_P2_H1,AN_ABS_AE4_NHE,16.0,2.0,1.0,H1,DIAGNOSTIC_ONLY_ABSOLUTE_SOURCE_STRESS,True,True,False,False,False,2.3741684506493432,2.3741684506493432,0.0,0.11870842253246716,3.634803751468565e-08,True
AN_ABS_AE4_NHE_S16_PHIGH_KHIGH_AE4NA10_P2_H1|parent_continuation_00,AN_ABS_AE4_NHE_S16_PHIGH_KHIGH_AE4NA10_P2_H1,AN_ABS_AE4_NHE,16.0,2.0,1.0,H1,DIAGNOSTIC_ONLY_ABSOLUTE_SOURCE_STRESS,True,True,False,False,False,3.045489281774579,3.0454892817746413,6.217248937900877e-14,0.15227446408873208,3.680812423908719e-08,True
AN_ABS_AE4_NHE_S16_PHIGH_KHIGH_AE4NA10_P2_H1|upper_quartile,AN_ABS_AE4_NHE_S16_PHIGH_KHIGH_AE4NA10_P2_H1,AN_ABS_AE4_NHE,16.0,2.0,1.0,H1,DIAGNOSTIC_ONLY_ABSOLUTE_SOURCE_STRESS,True,True,False,False,False,2.374167885803149,2.374167885803149,0.0,0.11870839429015745,3.634805574982778e-08,True
AN_ABS_AE4_NHE_S16_PHIGH_KHIGH_AE4NA20_P0.5_H1|frozen_reference,AN_ABS_AE4_NHE_S16_PHIGH_KHIGH_AE4NA20_P0.5_H1,AN_ABS_AE4_NHE,16.0,0.5,1.0,H1,DIAGNOSTIC_ONLY_ABSOLUTE_SOURCE_STRESS,True,True,False,False,False,5.167594345131834,5.167594345131834,0.0,0.2583797172565917,3.629893877928225e-07,True
AN_ABS_AE4_NHE_S16_PHIGH_KHIGH_AE4NA20_P0.5_H1|lower_quartile,AN_ABS_AE4_NHE_S16_PHIGH_KHIGH_AE4NA20_P0.5_H1,AN_ABS_AE4_NHE,16.0,0.5,1.0,H1,DIAGNOSTIC_ONLY_ABSOLUTE_SOURCE_STRESS,True,True,False,False,False,5.593507207836875,5.593507207836875,0.0,0.27967536039184376,3.778987995440275e-07,True
AN_ABS_AE4_NHE_S16_PHIGH_KHIGH_AE4NA20_P0.5_H1|upper_quartile,AN_ABS_AE4_NHE_S16_PHIGH_KHIGH_AE4NA20_P0.5_H1,AN_ABS_AE4_NHE,16.0,0.5,1.0,H1,DIAGNOSTIC_ONLY_ABSOLUTE_SOURCE_STRESS,True,True,False,False,False,5.16759273103639,5.1675927310363985,8.881784197001252e-15,0.25837963655181995,3.6222586109374786e-07,True
AN_ABS_AE4_NHE_S16_PHIGH_KHIGH_AE4NA20_P1_H1|lower_quartile,AN_ABS_AE4_NHE_S16_PHIGH_KHIGH_AE4NA20_P1_H1,AN_ABS_AE4_NHE,16.0,1.0,1.0,H1,DIAGNOSTIC_ONLY_ABSOLUTE_SOURCE_STRESS,True,True,False,False,False,4.65983418823897,4.65983418823898,9.769962616701378e-15,0.232991709411949,1.6956565401983424e-07,True
AN_ABS_AE4_NHE_S16_PHIGH_KHIGH_AE4NA20_P1_H1|parent_continuation_00,AN_ABS_AE4_NHE_S16_PHIGH_KHIGH_AE4NA20_P1_H1,AN_ABS_AE4_NHE,16.0,1.0,1.0,H1,DIAGNOSTIC_ONLY_ABSOLUTE_SOURCE_STRESS,True,True,False,False,False,4.659834217686787,4.659834217686787,0.0,0.23299171088433934,1.6957161222194373e-07,True
AN_ABS_AE4_NHE_S16_PHIGH_KHIGH_AE4NA20_P1_H1|upper_quartile,AN_ABS_AE4_NHE_S16_PHIGH_KHIGH_AE4NA20_P1_H1,AN_ABS_AE4_NHE,16.0,1.0,1.0,H1,DIAGNOSTIC_ONLY_ABSOLUTE_SOURCE_STRESS,True,True,False,False,False,4.65983427995231,4.65983427995231,0.0,0.23299171399761553,1.695758145160653e-07,True
