check_id,category,scope,metric,reference_artifact,reference_value,independent_value,absolute_difference,tolerance,status,method,notes
SR6_PKA_EDGE_112|unit_common|na_assay_150_pka|matrix_tree_stationarity_residual_inf,ctmc,SR6_PKA_EDGE_112|unit_common|na_assay_150_pka,matrix_tree_stationarity_residual_inf,ctmc_frozen_states.csv;ctmc_frozen_edges.csv,0,6.13696593543267e-13,6.13696593543267e-13,1e-09,PASS,matrix-tree cofactors,states=24;edges=31
SR6_PKA_EDGE_112|fast_common|physiology_basal|occupancy_svd_max_abs_difference,ctmc,SR6_PKA_EDGE_112|fast_common|physiology_basal,occupancy_svd_max_abs_difference,ctmc_frozen_states.csv;ctmc_frozen_edges.csv,0,5.7091914877954677e-12,5.7091914877954677e-12,1e-10,PASS,SVD nullspace,states=24;edges=31
SR6_PKA_EDGE_112|fast_common|physiology_basal|occupancy_matrix_tree_max_abs_difference,ctmc,SR6_PKA_EDGE_112|fast_common|physiology_basal,occupancy_matrix_tree_max_abs_difference,ctmc_frozen_states.csv;ctmc_frozen_edges.csv,0,5.4511950509095186e-14,5.4511950509095186e-14,1e-10,PASS,matrix-tree cofactors,states=24;edges=31
SR6_PKA_EDGE_112|fast_common|physiology_basal|edge_current_svd_max_abs_difference,ctmc,SR6_PKA_EDGE_112|fast_common|physiology_basal,edge_current_svd_max_abs_difference,ctmc_frozen_states.csv;ctmc_frozen_edges.csv,0,4.1703376329303037e-13,4.1703376329303037e-13,1e-09,PASS,SVD occupancy plus saved edge rates,states=24;edges=31
SR6_PKA_EDGE_112|fast_common|physiology_basal|svd_tree_occupancy_max_abs_difference,ctmc,SR6_PKA_EDGE_112|fast_common|physiology_basal,svd_tree_occupancy_max_abs_difference,ctmc_frozen_states.csv;ctmc_frozen_edges.csv,0,5.7079341253540861e-12,5.7079341253540861e-12,1e-10,PASS,SVD versus matrix-tree,states=24;edges=31
SR6_PKA_EDGE_112|fast_common|physiology_basal|svd_stationarity_residual_inf,ctmc,SR6_PKA_EDGE_112|fast_common|physiology_basal,svd_stationarity_residual_inf,ctmc_frozen_states.csv;ctmc_frozen_edges.csv,0,2.9815039326308579e-13,2.9815039326308579e-13,1e-09,PASS,SVD nullspace,states=24;edges=31
SR6_PKA_EDGE_112|fast_common|physiology_basal|matrix_tree_stationarity_residual_inf,ctmc,SR6_PKA_EDGE_112|fast_common|physiology_basal,matrix_tree_stationarity_residual_inf,ctmc_frozen_states.csv;ctmc_frozen_edges.csv,0,5.8614251390983989e-13,5.8614251390983989e-13,1e-09,PASS,matrix-tree cofactors,states=24;edges=31
SR6_PKA_EDGE_112|fast_common|na_assay_150|occupancy_svd_max_abs_difference,ctmc,SR6_PKA_EDGE_112|fast_common|na_assay_150,occupancy_svd_max_abs_difference,ctmc_frozen_states.csv;ctmc_frozen_edges.csv,0,4.4700181310732652e-14,4.4700181310732652e-14,1e-10,PASS,SVD nullspace,states=24;edges=31
SR6_PKA_EDGE_112|fast_common|na_assay_150|occupancy_matrix_tree_max_abs_difference,ctmc,SR6_PKA_EDGE_112|fast_common|na_assay_150,occupancy_matrix_tree_max_abs_difference,ctmc_frozen_states.csv;ctmc_frozen_edges.csv,0,5.1631040101283548e-14,5.1631040101283548e-14,1e-10,PASS,matrix-tree cofactors,states=24;edges=31
SR6_PKA_EDGE_112|fast_common|na_assay_150|edge_current_svd_max_abs_difference,ctmc,SR6_PKA_EDGE_112|fast_common|na_assay_150,edge_current_svd_max_abs_difference,ctmc_frozen_states.csv;ctmc_frozen_edges.csv,0,9.2537089102506798e-14,9.2537089102506798e-14,1e-09,PASS,SVD occupancy plus saved edge rates,states=24;edges=31
SR6_PKA_EDGE_112|fast_common|na_assay_150|svd_tree_occupancy_max_abs_difference,ctmc,SR6_PKA_EDGE_112|fast_common|na_assay_150,svd_tree_occupancy_max_abs_difference,ctmc_frozen_states.csv;ctmc_frozen_edges.csv,0,9.63312214120162e-14,9.63312214120162e-14,1e-10,PASS,SVD versus matrix-tree,states=24;edges=31
SR6_PKA_EDGE_112|fast_common|na_assay_150|svd_stationarity_residual_inf,ctmc,SR6_PKA_EDGE_112|fast_common|na_assay_150,svd_stationarity_residual_inf,ctmc_frozen_states.csv;ctmc_frozen_edges.csv,0,8.8692522174916829e-14,8.8692522174916829e-14,1e-09,PASS,SVD nullspace,states=24;edges=31
SR6_PKA_EDGE_112|fast_common|na_assay_150|matrix_tree_stationarity_residual_inf,ctmc,SR6_PKA_EDGE_112|fast_common|na_assay_150,matrix_tree_stationarity_residual_inf,ctmc_frozen_states.csv;ctmc_frozen_edges.csv,0,2.0626930100561846e-13,2.0626930100561846e-13,1e-09,PASS,matrix-tree cofactors,states=24;edges=31
SR6_PKA_EDGE_112|fast_common|k_assay_150|occupancy_svd_max_abs_difference,ctmc,SR6_PKA_EDGE_112|fast_common|k_assay_150,occupancy_svd_max_abs_difference,ctmc_frozen_states.csv;ctmc_frozen_edges.csv,0,1.0750265914167371e-12,1.0750265914167371e-12,1e-10,PASS,SVD nullspace,states=24;edges=31
SR6_PKA_EDGE_112|fast_common|k_assay_150|occupancy_matrix_tree_max_abs_difference,ctmc,SR6_PKA_EDGE_112|fast_common|k_assay_150,occupancy_matrix_tree_max_abs_difference,ctmc_frozen_states.csv;ctmc_frozen_edges.csv,0,2.1750895683890812e-14,2.1750895683890812e-14,1e-10,PASS,matrix-tree cofactors,states=24;edges=31
SR6_PKA_EDGE_112|fast_common|k_assay_150|edge_current_svd_max_abs_difference,ctmc,SR6_PKA_EDGE_112|fast_common|k_assay_150,edge_current_svd_max_abs_difference,ctmc_frozen_states.csv;ctmc_frozen_edges.csv,0,4.9780441239631998e-13,4.9780441239631998e-13,1e-09,PASS,SVD occupancy plus saved edge rates,states=24;edges=31
SR6_PKA_EDGE_112|fast_common|k_assay_150|svd_tree_occupancy_max_abs_difference,ctmc,SR6_PKA_EDGE_112|fast_common|k_assay_150,svd_tree_occupancy_max_abs_difference,ctmc_frozen_states.csv;ctmc_frozen_edges.csv,0,1.0532756957328463e-12,1.0532756957328463e-12,1e-10,PASS,SVD versus matrix-tree,states=24;edges=31
SR6_PKA_EDGE_112|fast_common|k_assay_150|svd_stationarity_residual_inf,ctmc,SR6_PKA_EDGE_112|fast_common|k_assay_150,svd_stationarity_residual_inf,ctmc_frozen_states.csv;ctmc_frozen_edges.csv,0,7.1498362785860081e-14,7.1498362785860081e-14,1e-09,PASS,SVD nullspace,states=24;edges=31
SR6_PKA_EDGE_112|fast_common|k_assay_150|matrix_tree_stationarity_residual_inf,ctmc,SR6_PKA_EDGE_112|fast_common|k_assay_150,matrix_tree_stationarity_residual_inf,ctmc_frozen_states.csv;ctmc_frozen_edges.csv,0,8.1321123764028265e-14,8.1321123764028265e-14,1e-09,PASS,matrix-tree cofactors,states=24;edges=31
SR6_PKA_EDGE_112|fast_common|na_assay_150_pka|occupancy_svd_max_abs_difference,ctmc,SR6_PKA_EDGE_112|fast_common|na_assay_150_pka,occupancy_svd_max_abs_difference,ctmc_frozen_states.csv;ctmc_frozen_edges.csv,0,3.6134983893987282e-13,3.6134983893987282e-13,1e-10,PASS,SVD nullspace,states=24;edges=31
SR6_PKA_EDGE_112|fast_common|na_assay_150_pka|occupancy_matrix_tree_max_abs_difference,ctmc,SR6_PKA_EDGE_112|fast_common|na_assay_150_pka,occupancy_matrix_tree_max_abs_difference,ctmc_frozen_states.csv;ctmc_frozen_edges.csv,0,2.013944566670034e-13,2.013944566670034e-13,1e-10,PASS,matrix-tree cofactors,states=24;edges=31
SR6_PKA_EDGE_112|fast_common|na_assay_150_pka|edge_current_svd_max_abs_difference,ctmc,SR6_PKA_EDGE_112|fast_common|na_assay_150_pka,edge_current_svd_max_abs_difference,ctmc_frozen_states.csv;ctmc_frozen_edges.csv,0,2.8838043064638441e-13,2.8838043064638441e-13,1e-09,PASS,SVD occupancy plus saved edge rates,states=24;edges=31
SR6_PKA_EDGE_112|fast_common|na_assay_150_pka|svd_tree_occupancy_max_abs_difference,ctmc,SR6_PKA_EDGE_112|fast_common|na_assay_150_pka,svd_tree_occupancy_max_abs_difference,ctmc_frozen_states.csv;ctmc_frozen_edges.csv,0,5.6274429560687622e-13,5.6274429560687622e-13,1e-10,PASS,SVD versus matrix-tree,states=24;edges=31
SR6_PKA_EDGE_112|fast_common|na_assay_150_pka|svd_stationarity_residual_inf,ctmc,SR6_PKA_EDGE_112|fast_common|na_assay_150_pka,svd_stationarity_residual_inf,ctmc_frozen_states.csv;ctmc_frozen_edges.csv,0,5.8203256996422214e-14,5.8203256996422214e-14,1e-09,PASS,SVD nullspace,states=24;edges=31
SR6_PKA_EDGE_112|fast_common|na_assay_150_pka|matrix_tree_stationarity_residual_inf,ctmc,SR6_PKA_EDGE_112|fast_common|na_assay_150_pka,matrix_tree_stationarity_residual_inf,ctmc_frozen_states.csv;ctmc_frozen_edges.csv,0,8.8587470692402803e-13,8.8587470692402803e-13,1e-09,PASS,matrix-tree cofactors,states=24;edges=31
ctmc_holdout_firewall,holdout,17 frozen CTMC conditions,heldout_ko_data_read true count,ctmc_frozen_conditions.csv,0,0,0,0,PASS,independent CSV audit,
fixed_null_na_l_mM,fixed_null_root,bounded_height_2_200,na_l_mM,stage_a_null_roots.csv,118.56527670449147,118.56527670447851,1.2960299500264227e-11,1e-08,PASS,scipy.root on positive h_i coordinates,explicit equations; no production chassis import
fixed_null_k_l_mM,fixed_null_root,bounded_height_2_200,k_l_mM,stage_a_null_roots.csv,5.5593461776616495,5.5593461776575737,4.0758507680038747e-12,1e-08,PASS,scipy.root on positive h_i coordinates,explicit equations; no production chassis import
fixed_null_height_um,fixed_null_root,bounded_height_2_200,height_um,stage_a_null_roots.csv,65.660703466815008,65.660703450129347,1.6685660852999717e-08,1e-07,PASS,scipy.root on positive h_i coordinates,explicit equations; no production chassis import
fixed_null_na_i_mM,fixed_null_root,bounded_height_2_200,na_i_mM,stage_a_null_roots.csv,21.132282246431384,21.132282247517811,1.0864269484045508e-09,1e-08,PASS,scipy.root on positive h_i coordinates,explicit equations; no production chassis import
fixed_null_k_i_mM,fixed_null_root,bounded_height_2_200,k_i_mM,stage_a_null_roots.csv,123.70751315363735,123.70751315253538,1.1019665180356242e-09,1e-08,PASS,scipy.root on positive h_i coordinates,explicit equations; no production chassis import
fixed_null_cl_i_mM,fixed_null_root,bounded_height_2_200,cl_i_mM,stage_a_null_roots.csv,48.782215027021607,48.782215025473633,1.5479741932722391e-09,1e-08,PASS,scipy.root on positive h_i coordinates,explicit equations; no production chassis import
fixed_null_hco3_i_mM,fixed_null_root,bounded_height_2_200,hco3_i_mM,stage_a_null_roots.csv,58.90444835892977,58.904448351020861,7.9089090831985231e-09,1e-08,PASS,scipy.root on positive h_i coordinates,explicit equations; no production chassis import
fixed_null_pH_i,fixed_null_root,bounded_height_2_200,pH_i,stage_a_null_roots.csv,7.3784739107940611,7.3784739107940611,0,1e-08,PASS,independent documented-equation diagnostic,
fixed_null_volume_pL,fixed_null_root,bounded_height_2_200,volume_pL,stage_a_null_roots.csv,2.974178205813923,2.9741782050581267,7.5579631442224127e-10,1e-08,PASS,independent documented-equation diagnostic,
fixed_null_raw_residual_inf,fixed_null_root,bounded_height_2_200,raw_residual_inf,zero,0,2.3831521462997837e-13,2.3831521462997837e-13,1e-10,PASS,independent explicit-equation route,
fixed_null_apical_current_closure,fixed_null_root,bounded_height_2_200,apical_current_closure,zero,0,2.2985086056692694e-17,2.2985086056692694e-17,1e-12,PASS,independent explicit-equation route,
fixed_null_basolateral_current_closure,fixed_null_root,bounded_height_2_200,basolateral_current_closure,zero,0,5.0740661672321608e-17,5.0740661672321608e-17,1e-12,PASS,independent explicit-equation route,
affinity_SR1_Na_112,thermodynamics,SR1_Na_112,dimensionless_affinity,thermodynamic_derivation.md,-1.89405,-1.8940463799555198,3.6200444801792742e-06,1e-05,PASS,direct log-activity sum,
affinity_SR1_K_112,thermodynamics,SR1_K_112,dimensionless_affinity,thermodynamic_derivation.md,4.10065,4.1006482389668548,1.7610331450867989e-06,1e-05,PASS,direct log-activity sum,
affinity_SR3_1111,thermodynamics,SR3_1111,dimensionless_affinity,thermodynamic_derivation.md,6.64342,6.6434179527174182,2.0472825816852946e-06,1e-05,PASS,direct log-activity sum,
expanded_signature_rank,source_geometry,global,expanded_signature_rank,module_projection.csv,12,12,0,0,PASS,Fraction Gaussian elimination,
cell_chemical_signature_rank,source_geometry,global,cell_chemical_signature_rank,module_projection.csv,6,6,0,0,PASS,Fraction Gaussian elimination,
determined_signature_rank,source_geometry,global,determined_signature_rank,module_projection.csv,11,11,0,0,PASS,Fraction Gaussian elimination,
topology_rank_expanded,source_geometry,pump/K membrane split,topology_rank_expanded,module_projection.csv,2,2,0,0,PASS,Fraction Gaussian elimination,
topology_rank_cell_chemical,source_geometry,pump/K membrane split,topology_rank_cell_chemical,module_projection.csv,0,0,0,0,PASS,Fraction Gaussian elimination,
correction_family_jacobian_matrix,source_geometry,released Cl/pH target manifold,12x5 matrix max abs difference,module_projection.csv,0,7.4110162451290762e-13,7.4110162451290762e-13,1e-09,PASS,independent central differences over explicit null equations,
correction_family_singular_value_1,source_geometry,released Cl/pH target manifold,singular_value_1,module_projection.csv,0.40223543332016742,0.40223543332072048,5.5305759971702173e-13,1e-09,PASS,independent SVD of independently differenced matrix,
correction_family_singular_value_2,source_geometry,released Cl/pH target manifold,singular_value_2,module_projection.csv,0.018876356152559722,0.018876356152580698,2.0976276271511551e-14,1e-09,PASS,independent SVD of independently differenced matrix,
correction_family_singular_value_3,source_geometry,released Cl/pH target manifold,singular_value_3,module_projection.csv,0.0093481397067912246,0.0093481397067857238,5.5008081423224553e-15,1e-09,PASS,independent SVD of independently differenced matrix,
correction_family_singular_value_4,source_geometry,released Cl/pH target manifold,singular_value_4,module_projection.csv,0.0016335994768298949,0.0016335994768482015,1.8306536841983245e-14,1e-09,PASS,independent SVD of independently differenced matrix,
correction_family_singular_value_5,source_geometry,released Cl/pH target manifold,singular_value_5,module_projection.csv,0.00044992322764914039,0.00044992322765643864,7.2982527139775488e-15,1e-09,PASS,independent SVD of independently differenced matrix,
correction_family_rank,source_geometry,released Cl/pH target manifold,numerical_rank,module_projection.csv,5,5,0,0,PASS,independent SVD rank,
target_manifold_dimension,source_geometry,released Cl/pH constraints,affine manifold dimension,missing_direction.md,5,5,0,0,PASS,7 states minus 2 independent observations,
source_projection_1_coeff,source_projection,model_anchored|carbon_hydration|positive,coefficients_max_abs_difference,module_projection.csv,0,4.9999893114716087e-11,4.9999893114716087e-11,2e-09,PASS,numpy SVD least squares or scipy Lawson-Hanson NNLS,
source_projection_1_residual,source_projection,model_anchored|carbon_hydration|positive,residual_fraction,module_projection.csv,0.3533255739,0.35332557395948722,5.94871929493479e-11,2e-09,PASS,independent residual norm,
source_projection_2_coeff,source_projection,model_anchored|basolateral_nkcc1+carbon_hydration|signed,coefficients_max_abs_difference,module_projection.csv,0,4.9999948625867319e-11,4.9999948625867319e-11,2e-09,PASS,numpy SVD least squares or scipy Lawson-Hanson NNLS,
source_projection_2_residual,source_projection,model_anchored|basolateral_nkcc1+carbon_hydration|signed,residual_fraction,module_projection.csv,0.1209087735,0.12090877344377861,5.6221388655686155e-11,2e-09,PASS,independent residual norm,
source_projection_3_coeff,source_projection,model_anchored|apical_cl_channel+carbon_hydration|nonnegative,coefficients_max_abs_difference,module_projection.csv,0,4.9999893114716087e-11,4.9999893114716087e-11,2e-09,PASS,numpy SVD least squares or scipy Lawson-Hanson NNLS,
source_projection_3_residual,source_projection,model_anchored|apical_cl_channel+carbon_hydration|nonnegative,residual_fraction,module_projection.csv,0.2619937317,0.26199373161525397,8.474604351604853e-11,2e-09,PASS,independent residual norm,
source_projection_4_coeff,source_projection,wt_reference_cations|basolateral_nkcc1|signed,coefficients_max_abs_difference,module_projection.csv,0,6.66666721826914e-12,6.66666721826914e-12,2e-09,PASS,numpy SVD least squares or scipy Lawson-Hanson NNLS,
source_projection_4_residual,source_projection,wt_reference_cations|basolateral_nkcc1|signed,residual_fraction,module_projection.csv,0.5979966338,0.59799663378455259,1.5447421120029503e-11,2e-09,PASS,independent residual norm,
source_projection_5_coeff,source_projection,wt_reference_cations|apical_cl_channel|nonnegative,coefficients_max_abs_difference,module_projection.csv,0,1.3877787807814457e-17,1.3877787807814457e-17,2e-09,PASS,numpy SVD least squares or scipy Lawson-Hanson NNLS,
source_projection_5_residual,source_projection,wt_reference_cations|apical_cl_channel|nonnegative,residual_fraction,module_projection.csv,0.8343508635,0.83435086342675069,7.3249295517996416e-11,2e-09,PASS,independent residual norm,
source_projection_6_coeff,source_projection,wt_reference_cations|basolateral_nkcc1+basolateral_nhe1|signed,coefficients_max_abs_difference,module_projection.csv,0,4.5454542907386042e-12,4.5454542907386042e-12,2e-09,PASS,numpy SVD least squares or scipy Lawson-Hanson NNLS,
source_projection_6_residual,source_projection,wt_reference_cations|basolateral_nkcc1+basolateral_nhe1|signed,residual_fraction,module_projection.csv,0.2979018890,0.29790188898238418,1.7615797709424896e-11,2e-09,PASS,independent residual norm,
source_projection_7_coeff,source_projection,wt_reference_cations|apical_cl_channel+carbon_hydration|nonnegative,coefficients_max_abs_difference,module_projection.csv,0,4.9999726581262394e-12,4.9999726581262394e-12,2e-09,PASS,numpy SVD least squares or scipy Lawson-Hanson NNLS,
source_projection_7_residual,source_projection,wt_reference_cations|apical_cl_channel+carbon_hydration|nonnegative,residual_fraction,module_projection.csv,0.6566987969,0.6566987968119754,8.8024587618917849e-11,2e-09,PASS,independent residual norm,
multistart_bounded_convergences,root_domain,seed_1313_30_log_perturbations,bounded exact convergence count,independent protocol,30,19,11,30,CAVEAT,scipy.root positive h_i coordinates,remote=1;failed_or_nonphysical=10;all bounded convergences share one root
multistart_bounded_cluster_spread,root_domain,seed_1313,max component peak-to-peak,zero,0,1.3698461032163323e-07,1.3698461032163323e-07,1e-06,PASS,bounded converged roots,
remote_height_um,root_domain,outside height 2-200,height_um,adversarial remote seed,not used,769379384268303.12,not_applicable,not_applicable,CAVEAT,independent scipy.root,remote/asymptotic branch forbids global uniqueness; physiologically inadmissible
remote_cl_i_mM,root_domain,outside height 2-200,cl_i_mM,adversarial remote seed,not used,55.310089688554505,not_applicable,not_applicable,CAVEAT,independent scipy.root,remote/asymptotic branch forbids global uniqueness; physiologically inadmissible
remote_pH_i,root_domain,outside height 2-200,pH_i,adversarial remote seed,not used,7.5686359662972951,not_applicable,not_applicable,CAVEAT,independent scipy.root,remote/asymptotic branch forbids global uniqueness; physiologically inadmissible
remote_residual_inf,root_domain,outside height 2-200,residual_inf,adversarial remote seed,not used,7.5633943552588789e-16,not_applicable,not_applicable,CAVEAT,independent scipy.root,remote/asymptotic branch forbids global uniqueness; physiologically inadmissible
heldout_trajectory_reproduction,dynamics,strict secretion holdout,KO/WT trajectory ratio,stage_a_results.md,not available,not computed,not_applicable,not_applicable,NOT_APPLICABLE,holdout firewall,zero valid WT Gate-2 rows and no frozen validated extension/denominator
round5_m0_rhs_nesting,round5_chassis,M0 fP=0 fK=0,max_abs_rhs_difference,chassis_reconstruction_scan.csv,0,2.11356063457677e-19,2.11356063457677e-19,1e-15,PASS,independent explicit 2x2 inverse,split equations algebraically reduce to independently coded fixed equations
round5_m0_root_nesting,round5_chassis,M0 versus Stage-A null,max_state_component_difference,chassis_reconstruction_scan.csv,0,4.263256414560601e-12,4.263256414560601e-12,1e-08,PASS,independent state-vector comparison,Round-5 control root is the fixed null root
round5_m1_p40_k20_state,round5_chassis,fP=0.4 fK=0.2,max_state_component_difference,chassis_reconstruction_scan.csv,0,2.578801172603562e-09,2.578801172603562e-09,1e-07,PASS,scipy.root from M0 in positive proton coordinates,no continuation or production optimizer intermediate used
round5_m1_p40_k20_residual,round5_chassis,fP=0.4 fK=0.2,max_abs_raw_rhs,chassis_reconstruction_scan.csv,1.55575494493e-12,4.303221519787315e-14,1.5127227297321268e-12,1e-08,PASS,independent explicit split evaluator and scipy.root,bounded nonzero M1 knockout root independently closes
round5_m1_p40_k20_ph,round5_chassis,fP=0.4 fK=0.2,pH_i,chassis_reconstruction_scan.csv,7.36742142233366,7.367421422046015,2.8764457482566286e-10,1e-08,PASS,independent electroneutral proton reduction,
round5_m1_p40_k20_current,round5_chassis,fP=0.4 fK=0.2,max_current_closure_residual,zero,0,1.0408340855860843e-17,1.0408340855860843e-17,1e-12,PASS,independent explicit 2x2 inverse,
round5_wt_m0_raw_vector,round5_wt_failure,M0_control,max_component_difference,chassis_reconstruction_scan.csv,0,4.978012631013523e-17,4.978012631013523e-17,1e-12,PASS,independent SR2 CTMC SVD plus split evaluator,all seven saved equations reproduced
round5_wt_m0_max_rhs,round5_wt_failure,M0_control,max_abs_raw_rhs,chassis_reconstruction_scan.csv,3.0504798452351218e-05,3.050479845235117e-05,4.743384504624082e-20,1e-12,PASS,independent reevaluation,closure exceeds 1e-8
round5_wt_m0_root_success,round5_wt_failure,M0_control,root_success,chassis_reconstruction_scan.csv,False,False,0,exact,PASS,independent threshold evaluation,max raw RHS exceeds 1e-8
round5_wt_m0_boundary,round5_wt_failure,M0_control,derived_height_boundary_hit,chassis_reconstruction_scan.csv,True,True,0,exact,PASS,independent declared-domain check,height=199.9999946584882 um
round5_wt_m0_calibration,round5_wt_failure,M0_control,calibration_valid,chassis_reconstruction_scan.csv,False,False,0,exact,PASS,independent balance and WT-Cl gate check,raw closure fails despite WT Cl within 2 SEM
round5_wt_m0_gate2,round5_wt_failure,M0_control,wt_gate2_pass,chassis_reconstruction_scan.csv,False,False,0,exact,PASS,independent gate logic,upstream calibration false and pH z=8.7221
round5_wt_pump20_raw_vector,round5_wt_failure,M1_pump_20pct,max_component_difference,chassis_reconstruction_scan.csv,0,2.77553457628162e-17,2.77553457628162e-17,1e-12,PASS,independent SR2 CTMC SVD plus split evaluator,all seven saved equations reproduced
round5_wt_pump20_max_rhs,round5_wt_failure,M1_pump_20pct,max_abs_raw_rhs,chassis_reconstruction_scan.csv,3.865499090172011e-05,3.8654990901720153e-05,4.065758146820642e-20,1e-12,PASS,independent reevaluation,closure exceeds 1e-8
round5_wt_pump20_root_success,round5_wt_failure,M1_pump_20pct,root_success,chassis_reconstruction_scan.csv,False,False,0,exact,PASS,independent threshold evaluation,max raw RHS exceeds 1e-8
round5_wt_pump20_boundary,round5_wt_failure,M1_pump_20pct,derived_height_boundary_hit,chassis_reconstruction_scan.csv,True,True,0,exact,PASS,independent declared-domain check,height=199.9999891021465 um
round5_wt_pump20_calibration,round5_wt_failure,M1_pump_20pct,calibration_valid,chassis_reconstruction_scan.csv,False,False,0,exact,PASS,independent balance and WT-Cl gate check,raw closure fails despite WT Cl within 2 SEM
round5_wt_pump20_gate2,round5_wt_failure,M1_pump_20pct,wt_gate2_pass,chassis_reconstruction_scan.csv,False,False,0,exact,PASS,independent gate logic,upstream calibration false and pH z=8.73244
round5_wt_k20_raw_vector,round5_wt_failure,M1_k_20pct,max_component_difference,chassis_reconstruction_scan.csv,0,4.252105395216588e-17,4.252105395216588e-17,1e-12,PASS,independent SR2 CTMC SVD plus split evaluator,all seven saved equations reproduced
round5_wt_k20_max_rhs,round5_wt_failure,M1_k_20pct,max_abs_raw_rhs,chassis_reconstruction_scan.csv,3.1471796659942487e-05,3.147179665994252e-05,3.3881317890172014e-20,1e-12,PASS,independent reevaluation,closure exceeds 1e-8
round5_wt_k20_root_success,round5_wt_failure,M1_k_20pct,root_success,chassis_reconstruction_scan.csv,False,False,0,exact,PASS,independent threshold evaluation,max raw RHS exceeds 1e-8
round5_wt_k20_boundary,round5_wt_failure,M1_k_20pct,derived_height_boundary_hit,chassis_reconstruction_scan.csv,True,True,0,exact,PASS,independent declared-domain check,height=199.9999865901399 um
round5_wt_k20_calibration,round5_wt_failure,M1_k_20pct,calibration_valid,chassis_reconstruction_scan.csv,False,False,0,exact,PASS,independent balance and WT-Cl gate check,raw closure fails despite WT Cl within 2 SEM
round5_wt_k20_gate2,round5_wt_failure,M1_k_20pct,wt_gate2_pass,chassis_reconstruction_scan.csv,False,False,0,exact,PASS,independent gate logic,upstream calibration false and pH z=8.71736
round5_wt_coupled20_raw_vector,round5_wt_failure,M1_coupled_20pct,max_component_difference,chassis_reconstruction_scan.csv,0,2.77552222027122e-17,2.77552222027122e-17,1e-12,PASS,independent SR2 CTMC SVD plus split evaluator,all seven saved equations reproduced
round5_wt_coupled20_max_rhs,round5_wt_failure,M1_coupled_20pct,max_abs_raw_rhs,chassis_reconstruction_scan.csv,4.37302850379927e-05,4.3730285038007787e-05,1.508396272470458e-17,1e-12,PASS,independent reevaluation,closure exceeds 1e-8
round5_wt_coupled20_root_success,round5_wt_failure,M1_coupled_20pct,root_success,chassis_reconstruction_scan.csv,False,False,0,exact,PASS,independent threshold evaluation,max raw RHS exceeds 1e-8
round5_wt_coupled20_boundary,round5_wt_failure,M1_coupled_20pct,derived_height_boundary_hit,chassis_reconstruction_scan.csv,True,True,0,exact,PASS,independent declared-domain check,height=199.99999484035354 um
round5_wt_coupled20_calibration,round5_wt_failure,M1_coupled_20pct,calibration_valid,chassis_reconstruction_scan.csv,False,False,0,exact,PASS,independent balance and WT-Cl gate check,raw closure fails despite WT Cl within 2 SEM
round5_wt_coupled20_gate2,round5_wt_failure,M1_coupled_20pct,wt_gate2_pass,chassis_reconstruction_scan.csv,False,False,0,exact,PASS,independent gate logic,upstream calibration false and pH z=8.75611
round5_wt_coupled40_raw_vector,round5_wt_failure,M1_coupled_40pct,max_component_difference,chassis_reconstruction_scan.csv,0,4.8946645890037e-17,4.8946645890037e-17,1e-12,PASS,independent SR2 CTMC SVD plus split evaluator,all seven saved equations reproduced
round5_wt_coupled40_max_rhs,round5_wt_failure,M1_coupled_40pct,max_abs_raw_rhs,chassis_reconstruction_scan.csv,5.402401379043238e-05,5.4024013790418328e-05,1.4053970660843351e-17,1e-12,PASS,independent reevaluation,closure exceeds 1e-8
round5_wt_coupled40_root_success,round5_wt_failure,M1_coupled_40pct,root_success,chassis_reconstruction_scan.csv,False,False,0,exact,PASS,independent threshold evaluation,max raw RHS exceeds 1e-8
round5_wt_coupled40_boundary,round5_wt_failure,M1_coupled_40pct,derived_height_boundary_hit,chassis_reconstruction_scan.csv,True,True,0,exact,PASS,independent declared-domain check,height=199.99998357304776 um
round5_wt_coupled40_calibration,round5_wt_failure,M1_coupled_40pct,calibration_valid,chassis_reconstruction_scan.csv,False,False,0,exact,PASS,independent balance and WT-Cl gate check,raw closure fails despite WT Cl within 2 SEM
round5_wt_coupled40_gate2,round5_wt_failure,M1_coupled_40pct,wt_gate2_pass,chassis_reconstruction_scan.csv,False,False,0,exact,PASS,independent gate logic,upstream calibration false and pH z=8.91326
round5_target_model_hco3,round5_target_slice,model_anchored,HCO3 raw row range across 8 topologies,chassis_reconstruction_scan.csv,0,0,0,exact,PASS,independent explicit split evaluation,value=-0.006545010622425635 for every topology
round5_target_wtref_hco3,round5_target_slice,wt_reference_cations,HCO3 raw row range across 8 topologies,chassis_reconstruction_scan.csv,0,0,0,exact,PASS,independent explicit split evaluation,value=-0.0018064818538654252 for every topology
round5_wt_square_root_escape,round5_wt_failure,all five saved attempts,admissible root count from independent square solves,chassis_reconstruction_scan.csv,0,0,0,exact,CAVEAT,scipy.root in positive proton and capacity coordinates,all routes escaped to height at least 7.65e11 um with capacity tending to zero; this is corroboration not a nonexistence proof
