admissible_state,ae4_expression,cluster_id,co2_factor,complete_rest_gate_pass,converged_root,cost,max_abs_scaled_independent_rhs,message,nfev,nhe1_factor,optimality,optimizer_success,predecessor_co2_factor,predecessor_nhe1_factor,root_alias,root_id,root_internal_gate_pass,seed_core_sha256,seed_id,selected_cluster,solution_core_sha256
True,0.05,B00,1.0,True,True,1.4486129920730732e-22,1.6928732721188666e-11,`xtol` termination condition is satisfied.,364,0.5,1.7468163378528243e-06,True,1.0,1.0,R01,N_ABS_NKCC_S4_PHIGH_KHIGH_AE4NA05_P1_H1:B00,True,f92bb6ae66c5f9ef636c8500e1ad77fc5c5dfb39ed7dd40382cedd4a50f7a273,continuation_predecessor,True,97359b9d40092addfa29cb25aaa32633a52d3df44aa622a43bc29743e933e618
True,0.05,B00,1.0,True,True,1.0974316812901111e-22,1.4801528058772107e-11,`xtol` termination condition is satisfied.,382,0.5,9.667766000150965e-07,True,1.0,1.0,R01,N_ABS_NKCC_S4_PHIGH_KHIGH_AE4NA05_P1_H1:B00,True,6c4355d12c29172db8124a380608c83fb9b9bc49bf99e546817f325c251d2612,inherited_saved_rest,True,4633f637f19c0d90fae3fe11200f3a8b2f3d69299f9a5a168f431150e9c973f8
True,0.05,B00,1.0,True,True,3.0373794870410664e-23,7.559057546568937e-12,`xtol` termination condition is satisfied.,95,0.25,4.956812763311803e-07,True,1.0,0.5,R01,N_ABS_NKCC_S4_PHIGH_KHIGH_AE4NA05_P1_H1:B00,True,4633f637f19c0d90fae3fe11200f3a8b2f3d69299f9a5a168f431150e9c973f8,continuation_predecessor,True,92817eed8d205018ccec5ded3297643f5416f1f4472eef1dbc5368491dc7cefa
True,0.05,B00,1.0,True,True,1.32745167827609e-23,5.104423828061755e-12,`xtol` termination condition is satisfied.,338,0.25,3.2483758717673657e-07,True,1.0,0.5,R01,N_ABS_NKCC_S4_PHIGH_KHIGH_AE4NA05_P1_H1:B00,True,f92bb6ae66c5f9ef636c8500e1ad77fc5c5dfb39ed7dd40382cedd4a50f7a273,task24_baseline_anchor,True,20fe536553869c61acb6713e8a4daa1715b0911dc16bc63dac4080d390dc3ae5
True,0.05,B00,1.0,True,True,3.5945159224860686e-22,2.6625836951899018e-11,`xtol` termination condition is satisfied.,334,0.25,2.7712956390940647e-06,True,1.0,0.5,R01,N_ABS_NKCC_S4_PHIGH_KHIGH_AE4NA05_P1_H1:B00,True,6c4355d12c29172db8124a380608c83fb9b9bc49bf99e546817f325c251d2612,inherited_saved_rest,True,d77041dc99fcabeed8d737db2084a1c8dded54b1938f77e230dd859d15ec9399
True,0.05,B00,2.0,True,True,4.233090178692317e-24,2.706168622523819e-12,`xtol` termination condition is satisfied.,259,1.0,2.661148291658765e-07,True,1.0,1.0,R01,N_ABS_NKCC_S4_PHIGH_KHIGH_AE4NA05_P1_H1:B00,True,f92bb6ae66c5f9ef636c8500e1ad77fc5c5dfb39ed7dd40382cedd4a50f7a273,continuation_predecessor,True,8ead6e92e8d5ad50b15bc63132db7a32fa046a29b88cefb64114cb188d471f2d
True,0.05,B00,2.0,True,True,4.2740709559091395e-22,2.9024092157436954e-11,`xtol` termination condition is satisfied.,228,1.0,1.934247776460367e-06,True,1.0,1.0,R01,N_ABS_NKCC_S4_PHIGH_KHIGH_AE4NA05_P1_H1:B00,True,6c4355d12c29172db8124a380608c83fb9b9bc49bf99e546817f325c251d2612,inherited_saved_rest,True,cf376925a4c73e559f83503bf5d61a3ef050516ace4cafa36b2a2788e42481e8
True,0.05,B00,5.0,True,True,3.722832045211243e-23,8.61723886691479e-12,`xtol` termination condition is satisfied.,149,1.0,8.737626492062187e-07,True,2.0,1.0,R01,N_ABS_NKCC_S4_PHIGH_KHIGH_AE4NA05_P1_H1:B00,True,8ead6e92e8d5ad50b15bc63132db7a32fa046a29b88cefb64114cb188d471f2d,continuation_predecessor,True,15842630e6bea4f1482c9a245b6e00292e669375bb3ef011babd00a7bacaeb6a
True,0.05,B00,5.0,True,True,2.7134688620883697e-22,2.3110853508701013e-11,`xtol` termination condition is satisfied.,301,1.0,1.5322170317489264e-06,True,2.0,1.0,R01,N_ABS_NKCC_S4_PHIGH_KHIGH_AE4NA05_P1_H1:B00,True,f92bb6ae66c5f9ef636c8500e1ad77fc5c5dfb39ed7dd40382cedd4a50f7a273,task24_baseline_anchor,True,f51478986924bdeac4827f20a06e1ed1a1ab008b14c37e573edc3c2d1407aedc
True,0.05,B00,5.0,True,True,6.364494834603013e-23,1.1074040989766942e-11,`xtol` termination condition is satisfied.,273,1.0,1.1443975023744822e-06,True,2.0,1.0,R01,N_ABS_NKCC_S4_PHIGH_KHIGH_AE4NA05_P1_H1:B00,True,6c4355d12c29172db8124a380608c83fb9b9bc49bf99e546817f325c251d2612,inherited_saved_rest,True,b93ed38e8f317d15a95a3384a6831ee0a15541b04c0414d9c246c81145bae2d3
True,0.05,B00,10.0,True,True,1.1885992661928923e-22,1.498367402374967e-11,`xtol` termination condition is satisfied.,73,1.0,1.0003813126366314e-06,True,5.0,1.0,R01,N_ABS_NKCC_S4_PHIGH_KHIGH_AE4NA05_P1_H1:B00,True,15842630e6bea4f1482c9a245b6e00292e669375bb3ef011babd00a7bacaeb6a,continuation_predecessor,True,8afbd0ffb046ae135c3329598817ec3598c2db285843a2d5489fb8671a8d0f80
True,0.05,B00,10.0,True,True,7.899197157102539e-23,1.2526871900897518e-11,`xtol` termination condition is satisfied.,269,1.0,8.261676500241724e-07,True,5.0,1.0,R01,N_ABS_NKCC_S4_PHIGH_KHIGH_AE4NA05_P1_H1:B00,True,f92bb6ae66c5f9ef636c8500e1ad77fc5c5dfb39ed7dd40382cedd4a50f7a273,task24_baseline_anchor,True,5f1a2ec33c69ca73c414457da0c3feb616f2dee4514003ac3dfc5e661e9b9169
True,0.05,B00,10.0,True,True,7.899174563307422e-23,1.2526871900897518e-11,`xtol` termination condition is satisfied.,273,1.0,8.261676016911007e-07,True,5.0,1.0,R01,N_ABS_NKCC_S4_PHIGH_KHIGH_AE4NA05_P1_H1:B00,True,6c4355d12c29172db8124a380608c83fb9b9bc49bf99e546817f325c251d2612,inherited_saved_rest,True,2dd8ae2117ef82c3fe48c512de7ab65689cef95806c9949a314f3d94e80fe603
True,0.05,B00,2.0,True,True,1.6931168941303985e-22,1.8381563632319242e-11,`xtol` termination condition is satisfied.,91,0.5,1.1856577517822007e-06,True,1.0,0.5,R01,N_ABS_NKCC_S4_PHIGH_KHIGH_AE4NA05_P1_H1:B00,True,4633f637f19c0d90fae3fe11200f3a8b2f3d69299f9a5a168f431150e9c973f8,continuation_predecessor,True,5e7dbdb5d354166e3280f58840760c4a982fe8b994bc42c25e68f5770f4e5e8c
True,0.05,B00,2.0,True,True,2.185409030987885e-22,2.0836197350826424e-11,`xtol` termination condition is satisfied.,297,0.5,1.35745991416546e-06,True,1.0,0.5,R01,N_ABS_NKCC_S4_PHIGH_KHIGH_AE4NA05_P1_H1:B00,True,f92bb6ae66c5f9ef636c8500e1ad77fc5c5dfb39ed7dd40382cedd4a50f7a273,task24_baseline_anchor,True,40e2e8298eee373fca3d9bf845542299ef56ce473876f9ecef658dd6c679fc77
True,0.05,B00,2.0,True,True,5.95714109954625e-23,1.0891895024789378e-11,`xtol` termination condition is satisfied.,293,0.5,1.1245181619715933e-06,True,1.0,0.5,R01,N_ABS_NKCC_S4_PHIGH_KHIGH_AE4NA05_P1_H1:B00,True,6c4355d12c29172db8124a380608c83fb9b9bc49bf99e546817f325c251d2612,inherited_saved_rest,True,c759845b9082387a9c1f66be81b534f6924e40c1009e46f4c883c1d951cd35ff
True,0.05,B00,5.0,True,True,5.218557704521184e-22,3.202516377087683e-11,`xtol` termination condition is satisfied.,46,0.5,3.330510756144891e-06,True,2.0,0.5,R01,N_ABS_NKCC_S4_PHIGH_KHIGH_AE4NA05_P1_H1:B00,True,c759845b9082387a9c1f66be81b534f6924e40c1009e46f4c883c1d951cd35ff,continuation_predecessor,True,86e1b087fb9f8a2558642a2b188d67cc6a0f5a88074c82350d2e9e4e79fd6401
True,0.05,B00,5.0,True,True,3.6881932349087786e-22,2.7113727929517495e-11,`xtol` termination condition is satisfied.,313,0.5,2.779935898549141e-06,True,2.0,0.5,R01,N_ABS_NKCC_S4_PHIGH_KHIGH_AE4NA05_P1_H1:B00,True,f92bb6ae66c5f9ef636c8500e1ad77fc5c5dfb39ed7dd40382cedd4a50f7a273,task24_baseline_anchor,True,af125fed89fa18b6b9668eda621090ae0e8f156935a39644ccb1e449f3cd4105
True,0.05,B00,5.0,True,True,2.6562468799742626e-24,2.159730727591125e-12,`xtol` termination condition is satisfied.,296,0.5,1.4336666372639723e-07,True,2.0,0.5,R01,N_ABS_NKCC_S4_PHIGH_KHIGH_AE4NA05_P1_H1:B00,True,6c4355d12c29172db8124a380608c83fb9b9bc49bf99e546817f325c251d2612,inherited_saved_rest,True,ac48a9645570379bb0f9fa2f4155c6e2e4fd44e143fe4b8166cd706c484bae48
True,0.05,B00,10.0,True,True,2.318808661666235e-23,6.7437375128598376e-12,`xtol` termination condition is satisfied.,20,0.5,6.871176755585826e-07,True,5.0,0.5,R01,N_ABS_NKCC_S4_PHIGH_KHIGH_AE4NA05_P1_H1:B00,True,ac48a9645570379bb0f9fa2f4155c6e2e4fd44e143fe4b8166cd706c484bae48,continuation_predecessor,True,c17bc62fafbdb9026c8161010f17d9ee90f3a6920b34cb8e6f79273edbefc423
True,0.05,B00,10.0,True,True,2.3451953699764136e-23,6.7437375128598376e-12,`xtol` termination condition is satisfied.,278,0.5,6.855618023003661e-07,True,5.0,0.5,R01,N_ABS_NKCC_S4_PHIGH_KHIGH_AE4NA05_P1_H1:B00,True,f92bb6ae66c5f9ef636c8500e1ad77fc5c5dfb39ed7dd40382cedd4a50f7a273,task24_baseline_anchor,True,f6050cebf7d175c3eeffdbecb59b68dd8bfb652bdd6ad935967edfa4d1aa1efc
True,0.05,B00,10.0,True,True,4.36737670694953e-23,9.19837123136702e-12,`xtol` termination condition is satisfied.,368,0.5,9.607135608892872e-07,True,5.0,0.5,R01,N_ABS_NKCC_S4_PHIGH_KHIGH_AE4NA05_P1_H1:B00,True,6c4355d12c29172db8124a380608c83fb9b9bc49bf99e546817f325c251d2612,inherited_saved_rest,True,6970ce846550b7f4da8f352a58fd8c8c8bbf60a6d1068e7077c780184760b851
True,0.05,B00,2.0,True,True,4.288803245252727e-24,2.7842311789427754e-12,`xtol` termination condition is satisfied.,45,0.25,1.7397861152269243e-07,True,1.0,0.25,R01,N_ABS_NKCC_S4_PHIGH_KHIGH_AE4NA05_P1_H1:B00,True,20fe536553869c61acb6713e8a4daa1715b0911dc16bc63dac4080d390dc3ae5,continuation_predecessor,True,b7981c76f5e5503f9f91d3b71a3aa9d399377e5bb2ec30de0311c2ea69d0a0f8
True,0.05,B00,2.0,True,True,1.5171930562818485e-23,5.2410333017949284e-12,`xtol` termination condition is satisfied.,334,0.25,3.4439513602291576e-07,True,1.0,0.25,R01,N_ABS_NKCC_S4_PHIGH_KHIGH_AE4NA05_P1_H1:B00,True,f92bb6ae66c5f9ef636c8500e1ad77fc5c5dfb39ed7dd40382cedd4a50f7a273,task24_baseline_anchor,True,f91e047757cc42caf72bf3ba78e3c844c5ebad54371baecb3c640b058c84e138
True,0.05,B00,2.0,True,True,4.2887874102341545e-24,2.7842311789427754e-12,`xtol` termination condition is satisfied.,369,0.25,1.7397852046859406e-07,True,1.0,0.25,R01,N_ABS_NKCC_S4_PHIGH_KHIGH_AE4NA05_P1_H1:B00,True,6c4355d12c29172db8124a380608c83fb9b9bc49bf99e546817f325c251d2612,inherited_saved_rest,True,b54fcac82a095b6f0a51388ba309e62e4d8cb7d157c2119a751357dddf117d98
True,0.05,B00,5.0,True,True,8.073258640937231e-23,1.2700344248495199e-11,`xtol` termination condition is satisfied.,39,0.25,1.3110615352200631e-06,True,2.0,0.25,R01,N_ABS_NKCC_S4_PHIGH_KHIGH_AE4NA05_P1_H1:B00,True,b54fcac82a095b6f0a51388ba309e62e4d8cb7d157c2119a751357dddf117d98,continuation_predecessor,True,b5dfd84d52b84b8ba0838b46a74b4e1647770d4a58fce59faac76c374c5ed131
True,0.05,B00,5.0,True,True,8.073248225129348e-23,1.2700344248495199e-11,`xtol` termination condition is satisfied.,318,0.25,1.311061333039206e-06,True,2.0,0.25,R01,N_ABS_NKCC_S4_PHIGH_KHIGH_AE4NA05_P1_H1:B00,True,f92bb6ae66c5f9ef636c8500e1ad77fc5c5dfb39ed7dd40382cedd4a50f7a273,task24_baseline_anchor,True,75417900cf4bee276a67223b585e92fc2bc0ad33a9c92d950f192f0e487897a6
True,0.05,B00,5.0,True,True,1.1724453163689417e-22,1.515497796700238e-11,`xtol` termination condition is satisfied.,290,0.25,1.5859260332801034e-06,True,2.0,0.25,R01,N_ABS_NKCC_S4_PHIGH_KHIGH_AE4NA05_P1_H1:B00,True,6c4355d12c29172db8124a380608c83fb9b9bc49bf99e546817f325c251d2612,inherited_saved_rest,True,7e2aff8505b6950f8cb52aa961da9360fc9fa12da023c0ea7c15a2a27f70a713
True,0.05,B00,10.0,True,True,1.46811073869155e-22,1.6622987708547754e-11,`xtol` termination condition is satisfied.,25,0.25,1.754346631697615e-06,True,5.0,0.25,R01,N_ABS_NKCC_S4_PHIGH_KHIGH_AE4NA05_P1_H1:B00,True,75417900cf4bee276a67223b585e92fc2bc0ad33a9c92d950f192f0e487897a6,continuation_predecessor,True,11e3b51d17a834ef36b8724683b0980f3531a93044c1ad9c22b9a27c1287c115
True,0.05,B00,10.0,True,True,1.546535507359579e-22,1.7564075194265172e-11,`xtol` termination condition is satisfied.,350,0.25,1.1272771016775034e-06,True,5.0,0.25,R01,N_ABS_NKCC_S4_PHIGH_KHIGH_AE4NA05_P1_H1:B00,True,f92bb6ae66c5f9ef636c8500e1ad77fc5c5dfb39ed7dd40382cedd4a50f7a273,task24_baseline_anchor,True,b0027214bebc8eb2fcd8483629f803d3fac08e1651dec12287f38a4f7cdb6186
True,0.05,B00,10.0,True,True,1.1559663659549202e-22,1.510944147575799e-11,`xtol` termination condition is satisfied.,321,0.25,9.57484785859752e-07,True,5.0,0.25,R01,N_ABS_NKCC_S4_PHIGH_KHIGH_AE4NA05_P1_H1:B00,True,6c4355d12c29172db8124a380608c83fb9b9bc49bf99e546817f325c251d2612,inherited_saved_rest,True,b9328d8de0d3d7f13c71fb8b1c421b583c915142017c460bf49a447948389ffd
True,1.0,B00,1.0,True,True,1.216863872738393e-24,1.5460722979643293e-12,`xtol` termination condition is satisfied.,2,1.0,1.1691506815731877e-07,True,,,R06,N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA20_P2_H1:B00,True,7cc241a14d79d9a6d15fcd554b637d3c167c07c4e7f7612cf3970fd1ad47c1e6,continuation_predecessor,True,7cc241a14d79d9a6d15fcd554b637d3c167c07c4e7f7612cf3970fd1ad47c1e6
True,1.0,B00,1.0,True,True,5.583268360115239e-23,5.291322935363496e-12,`xtol` termination condition is satisfied.,393,1.0,3.06258840486856e-07,True,,,R06,N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA20_P2_H1:B00,True,b2435172e1139f4345e5a7b404574d5f5a6df4a7ddf5564ee4623ef5096f4bc9,inherited_saved_rest,True,944a6af76f7eea3a3e77b6c482a107189a20a532173b4401b4b14af09a64f70f
True,1.0,B00,1.0,True,True,1.2067151143290735e-22,1.53479659537048e-11,`xtol` termination condition is satisfied.,182,0.5,1.1783226599245453e-06,True,1.0,1.0,R06,N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA20_P2_H1:B00,True,7cc241a14d79d9a6d15fcd554b637d3c167c07c4e7f7612cf3970fd1ad47c1e6,continuation_predecessor,True,8986f7679831e2a8dcdce1a2852dd7a0b23fac39a52bb26467701acdecb839e9
True,1.0,B00,1.0,True,True,1.8097805466563127e-22,1.8839096949108125e-11,`xtol` termination condition is satisfied.,296,0.5,1.7445902361518808e-06,True,1.0,1.0,R06,N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA20_P2_H1:B00,True,b2435172e1139f4345e5a7b404574d5f5a6df4a7ddf5564ee4623ef5096f4bc9,inherited_saved_rest,True,161b0f49ab388b866cba0aeacf53c5657a2010b6099ce36674299c4234dbc42e
True,1.0,B00,1.0,True,True,1.0092668699440256e-23,4.434386885465713e-12,`xtol` termination condition is satisfied.,90,0.25,3.3945208666176676e-07,True,1.0,0.5,R06,N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA20_P2_H1:B00,True,8986f7679831e2a8dcdce1a2852dd7a0b23fac39a52bb26467701acdecb839e9,continuation_predecessor,True,46e696741a05769bb38f64e282efead82a7438e1b38d29e156b793f1a10cba44
True,1.0,B00,1.0,True,True,1.0092627235238253e-23,4.434386885465713e-12,`xtol` termination condition is satisfied.,211,0.25,3.394520496873644e-07,True,1.0,0.5,R06,N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA20_P2_H1:B00,True,7cc241a14d79d9a6d15fcd554b637d3c167c07c4e7f7612cf3970fd1ad47c1e6,task24_baseline_anchor,True,a8636f0cc82509d845a132ab268f0e83ae111605d1a301332bb2ef7d0a43d981
True,1.0,B00,1.0,True,True,3.7409645036578413e-22,2.729804229884003e-11,`xtol` termination condition is satisfied.,238,0.25,2.5200076921980337e-06,True,1.0,0.5,R06,N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA20_P2_H1:B00,True,b2435172e1139f4345e5a7b404574d5f5a6df4a7ddf5564ee4623ef5096f4bc9,inherited_saved_rest,True,f5d9c9c4f814a3a48bd36c42198faed82419f220e6332493d8963e0e1dff5634
True,1.0,B00,2.0,True,True,8.343049277026142e-23,1.2869479787402938e-11,`xtol` termination condition is satisfied.,108,1.0,1.188326183965504e-06,True,1.0,1.0,R06,N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA20_P2_H1:B00,True,7cc241a14d79d9a6d15fcd554b637d3c167c07c4e7f7612cf3970fd1ad47c1e6,continuation_predecessor,True,cf134f07b7ba76dd23e62025d2462aafd92022669b1402196da2548e62e8d2b0
True,1.0,B00,2.0,True,True,1.7876833757548448e-22,1.8860780992557835e-11,`xtol` termination condition is satisfied.,207,1.0,1.4363356553490834e-06,True,1.0,1.0,R06,N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA20_P2_H1:B00,True,b2435172e1139f4345e5a7b404574d5f5a6df4a7ddf5564ee4623ef5096f4bc9,inherited_saved_rest,True,f707efd51e91c5bf117c15bee42ef19ff77a2d84b313a016adff154087c585a3
True,1.0,B00,5.0,True,True,9.577454921653605e-23,1.3823577699190182e-11,`xtol` termination condition is satisfied.,48,1.0,1.045574505881075e-06,True,2.0,1.0,R06,N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA20_P2_H1:B00,True,cf134f07b7ba76dd23e62025d2462aafd92022669b1402196da2548e62e8d2b0,continuation_predecessor,True,d64d296657e4bd64ded4d8d027611c46c66488179d99f97fa3cfa2e6c82cbebe
True,1.0,B00,5.0,True,True,6.646001433473757e-23,1.1366775576338028e-11,`xtol` termination condition is satisfied.,100,1.0,8.452632252678829e-07,True,2.0,1.0,R06,N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA20_P2_H1:B00,True,7cc241a14d79d9a6d15fcd554b637d3c167c07c4e7f7612cf3970fd1ad47c1e6,task24_baseline_anchor,True,aff8c9f15187c17eba4a02bdb63105fb744dd3b57b7fb85c1991c00ad8cd805c
True,1.0,B00,5.0,True,True,9.577463992873921e-23,1.3823577699190182e-11,`xtol` termination condition is satisfied.,122,1.0,1.0455741402535597e-06,True,2.0,1.0,R06,N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA20_P2_H1:B00,True,b2435172e1139f4345e5a7b404574d5f5a6df4a7ddf5564ee4623ef5096f4bc9,inherited_saved_rest,True,1186f2a0c9f0b5ccef7cd08345a4668e7cc3d1739cf80cd92f26eafc7892cd14
True,1.0,B00,10.0,True,True,3.4659128389526584e-23,8.309325449928906e-12,`xtol` termination condition is satisfied.,14,1.0,7.626667530157791e-07,True,5.0,1.0,R06,N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA20_P2_H1:B00,True,aff8c9f15187c17eba4a02bdb63105fb744dd3b57b7fb85c1991c00ad8cd805c,continuation_predecessor,True,17c97f17eaf511ff5f3874018dd0e5ecbaf3615af66fa74c2e68779cd675fda3
True,1.0,B00,10.0,True,True,3.465913965848546e-23,8.309325449928906e-12,`xtol` termination condition is satisfied.,62,1.0,7.626664029321722e-07,True,5.0,1.0,R06,N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA20_P2_H1:B00,True,7cc241a14d79d9a6d15fcd554b637d3c167c07c4e7f7612cf3970fd1ad47c1e6,task24_baseline_anchor,True,7c9385bf98c00a386df9c630df5034725d7d5023df579feaa5d184ff64f2445a
True,1.0,B00,10.0,True,True,3.467733854069507e-23,8.309325449928906e-12,`xtol` termination condition is satisfied.,111,1.0,7.624649680423905e-07,True,5.0,1.0,R06,N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA20_P2_H1:B00,True,b2435172e1139f4345e5a7b404574d5f5a6df4a7ddf5564ee4623ef5096f4bc9,inherited_saved_rest,True,6bec00c79e40a52e69c5b97a8940506c5412ae6816e5585d2e92c910a41a8893
True,1.0,B00,2.0,True,True,3.8013800207347886e-24,2.5738959574805875e-12,`xtol` termination condition is satisfied.,68,0.5,5.961214911806826e-08,True,1.0,0.5,R06,N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA20_P2_H1:B00,True,8986f7679831e2a8dcdce1a2852dd7a0b23fac39a52bb26467701acdecb839e9,continuation_predecessor,True,54fec95eab51fe983599a6511dedb4ea62b705a4037ed1d3587dc984994e508a
True,1.0,B00,2.0,True,True,6.163892770020983e-24,3.443426099813962e-12,`xtol` termination condition is satisfied.,135,0.5,2.612741129478055e-07,True,1.0,0.5,R06,N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA20_P2_H1:B00,True,7cc241a14d79d9a6d15fcd554b637d3c167c07c4e7f7612cf3970fd1ad47c1e6,task24_baseline_anchor,True,4dd127d4088d081389fe434904779a6a19d47851bd986da50921fcba1668e1bf
True,1.0,B00,2.0,True,True,5.929055357012843e-24,3.443426099813962e-12,`xtol` termination condition is satisfied.,176,0.5,2.6013365081983154e-07,True,1.0,0.5,R06,N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA20_P2_H1:B00,True,b2435172e1139f4345e5a7b404574d5f5a6df4a7ddf5564ee4623ef5096f4bc9,inherited_saved_rest,True,3871d0121d9fe6853877b04f1008eadd5e27fd282b18b678adc37fbcfcee4c5e
True,1.0,B00,5.0,True,True,5.150895361594818e-22,3.1650029819196845e-11,`xtol` termination condition is satisfied.,31,0.5,2.413797495828643e-06,True,2.0,0.5,R06,N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA20_P2_H1:B00,True,54fec95eab51fe983599a6511dedb4ea62b705a4037ed1d3587dc984994e508a,continuation_predecessor,True,c2cd1663ce61bd8027034122fa0a49eee2d7c610daff21761d35c30c2a39cce0
True,1.0,B00,5.0,True,True,3.2507595378311508e-24,2.5348646792711094e-12,`xtol` termination condition is satisfied.,84,0.5,2.316911154376377e-07,True,2.0,0.5,R06,N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA20_P2_H1:B00,True,7cc241a14d79d9a6d15fcd554b637d3c167c07c4e7f7612cf3970fd1ad47c1e6,task24_baseline_anchor,True,ac1703db40d6899df33ac2f41ed853977a7c00fcd8535d3523e473e71073b12d
True,1.0,B00,5.0,True,True,5.150895439092058e-22,3.1650029819196845e-11,`xtol` termination condition is satisfied.,118,0.5,2.4137980233023054e-06,True,2.0,0.5,R06,N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA20_P2_H1:B00,True,b2435172e1139f4345e5a7b404574d5f5a6df4a7ddf5564ee4623ef5096f4bc9,inherited_saved_rest,True,2747351b062005d4f55af74e804d97cee0b2308b0e736a5b74763d0f2b665084
True,1.0,B00,10.0,True,True,3.1055230128879626e-23,7.697835424647081e-12,`xtol` termination condition is satisfied.,13,0.5,6.980508865339569e-07,True,5.0,0.5,R06,N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA20_P2_H1:B00,True,ac1703db40d6899df33ac2f41ed853977a7c00fcd8535d3523e473e71073b12d,continuation_predecessor,True,79442dcc26160d20f4ecbf57f103e4c3fe3d217cae40691729018160c345b4ce
True,1.0,B00,10.0,True,True,5.1953205564319765e-23,1.0152469143154264e-11,`xtol` termination condition is satisfied.,80,0.5,9.430631393133374e-07,True,5.0,0.5,R06,N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA20_P2_H1:B00,True,7cc241a14d79d9a6d15fcd554b637d3c167c07c4e7f7612cf3970fd1ad47c1e6,task24_baseline_anchor,True,14bb1f6c5fbc8b75bda6453678271808e60a172d8c3e1f2fc216b92040e4e048
True,1.0,B00,10.0,True,True,5.1953335642408737e-23,1.0152469143154264e-11,`xtol` termination condition is satisfied.,110,0.5,9.430629070654845e-07,True,5.0,0.5,R06,N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA20_P2_H1:B00,True,b2435172e1139f4345e5a7b404574d5f5a6df4a7ddf5564ee4623ef5096f4bc9,inherited_saved_rest,True,9ca76fe8ac1d3718456859a7beb7dd42e2fa523826829de3a09cd4ef5dcb95cf
True,1.0,B00,2.0,True,True,3.1261128487211777e-24,2.467644144577008e-12,`xtol` termination condition is satisfied.,43,0.25,1.836663543459316e-07,True,1.0,0.25,R06,N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA20_P2_H1:B00,True,46e696741a05769bb38f64e282efead82a7438e1b38d29e156b793f1a10cba44,continuation_predecessor,True,8e95989bea4374f2c861844705327036f31e201381c5a6214f53543e3747756f
True,1.0,B00,2.0,True,True,3.1378062961578018e-24,2.467644144577008e-12,`xtol` termination condition is satisfied.,156,0.25,1.8350173301896426e-07,True,1.0,0.25,R06,N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA20_P2_H1:B00,True,7cc241a14d79d9a6d15fcd554b637d3c167c07c4e7f7612cf3970fd1ad47c1e6,task24_baseline_anchor,True,c86a51ad1b44f1c9aea7c4bfa9794e1d44f068bc49cf8a8494e9963959aa0587
True,1.0,B00,2.0,True,True,4.323850687991841e-22,2.9264785039728736e-11,`xtol` termination condition is satisfied.,152,0.25,2.715187794352741e-06,True,1.0,0.25,R06,N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA20_P2_H1:B00,True,b2435172e1139f4345e5a7b404574d5f5a6df4a7ddf5564ee4623ef5096f4bc9,inherited_saved_rest,True,042a563212d2ecbbd3d81a944899f3dded0c8a5314be733c56802b8c293f705c
True,1.0,B00,5.0,True,True,7.060600529400167e-22,3.755025804186296e-11,`xtol` termination condition is satisfied.,24,0.25,3.4728391083087613e-06,True,2.0,0.25,R06,N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA20_P2_H1:B00,True,c86a51ad1b44f1c9aea7c4bfa9794e1d44f068bc49cf8a8494e9963959aa0587,continuation_predecessor,True,1c045b38240e31544ab0bf02da279820770f0cd98b4859a93bbc9f08e5909132
True,1.0,B00,5.0,True,True,3.416107129796175e-22,2.5908095113713614e-11,`xtol` termination condition is satisfied.,92,0.25,1.9697562684835986e-06,True,2.0,0.25,R06,N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA20_P2_H1:B00,True,7cc241a14d79d9a6d15fcd554b637d3c167c07c4e7f7612cf3970fd1ad47c1e6,task24_baseline_anchor,True,04815c7eaed7eba8f34734601e164daae434d0a73f94bd0e0173e85aef740082
